,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",10000,10000.0,1282.11,0.1280409731,0.1332,100.0,12.8041,1.0,1.133162612,113.3162612036,Not specified,9986.6837,1280.4097,2021-11-29 17:23:07,Bank Account,Bank Account,0.12821170316426483,2021-11-29 17:23:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
1,China Construction Bank,Payment company,"phone, online",10000,10000.0,1282.11,0.1280918162,0.0954,100.0,12.8092,1.0,1.0954284031,109.5428403079,Not specified,9990.4572,1280.9182,2021-11-29 17:16:24,Bank Account,Bank Account,0.12821416894781043,2021-11-29 17:16:24,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
2,Chong Hing Bank,Bank,"phone, online",10000,10000.0,1282.11,0.1279557785,0.199,110.0,14.0751,1.1,1.2989712355,129.8971235541,Not specified,9980.1029,1279.5578,2021-11-29 17:28:34,Bank Account,Bank Account,0.12821088125749233,2021-11-29 17:28:34,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
3,CITIC Bank,Payment company,"phone, online",10000,10000.0,1282.11,0.1279631466,0.1958,100.0,12.7963,1.0,1.1957836143,119.5783614319,Not specified,9980.4216,1279.6315,2021-11-29 17:20:48,Bank Account,Bank Account,0.12821416894781043,2021-11-29 17:20:48,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
4,DBS Hong Kong,Payment company,"phone, online",10000,10000.0,1282.11,0.1278020602,0.3195,100.0,12.7802,1.0,1.3195051504,131.9505150423,Not specified,9968.0495,1278.0206,2021-11-29 17:27:54,Bank Account,Bank Account,0.12821170316426483,2021-11-29 17:27:54,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",10000,10000.0,1282.11,0.1280606495,0.1178,100.0,12.8061,1.0,1.1178157976,111.7815797562,Not specified,9988.2184,1280.6065,2021-11-29 17:23:08,Bank Account,Bank Account,0.12821170316426483,2021-11-29 17:23:08,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
6,Hang Seng Bank,Payment company,"phone, online",10000,10000.0,1282.11,0.1279426817,0.2124,65.0,8.3163,0.65,0.8623848516,86.2384851586,Not specified,9978.7615,1279.4268,2021-11-29 17:13:08,Bank Account,Bank Account,0.12821499089673563,2021-11-29 17:13:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
7,HSBC Hong Kong,Payment company,"phone, online",10000,10000.0,1282.11,0.1277106587,0.3933,50.0,6.3855,0.5,0.8933488289,89.3348828893,Not specified,9960.6651,1277.1066,2021-11-29 17:13:10,Bank Account,Bank Account,0.12821499089673563,2021-11-29 17:13:10,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
8,InstaReM,Payment company,online,10000,9955.0,1282.11,0.1281,0.0878,45.0,5.7645,0.4520341537,0.5397986537,53.736955975,Not specified,9946.263,1275.2355,2021-11-29 17:22:03,Bank Account,Bank Account,0.1282125250815752,2021-11-29 17:22:03,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
9,InstaReM,Payment company,online,10000,9755.0,1282.11,0.1281,0.0878,245.0,31.3845,2.5115325474,2.5992970474,253.561426975,Not specified,9746.4386,1249.6155,2021-11-29 17:22:04,Debit Card,Bank Account,0.1282125250815752,2021-11-29 17:22:04,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1282.11,0.1280737705,0.1095,115.0,14.7285,1.15,1.2595030738,125.9503073771,Not specified,9989.0497,1280.7377,2021-11-29 17:21:08,Bank Account,Bank Account,0.12821416894781043,2021-11-29 17:21:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
11,OFX,Payment company,,10000,10000.0,1282.11,0.125485,2.1261,60.0,7.5291,0.6,2.726091975,272.6091975,Not specified,9787.3908,1254.85,2021-11-29 13:18:55,Bank Account,Bank Account,0.12821088125749233,2021-11-29 13:18:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
12,Public Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1282.11,0.1280573697,0.1223,60.0,7.6834,0.6,0.7222947881,72.2294788065,Not specified,9987.7705,1280.5737,2021-11-29 17:21:08,Bank Account,Bank Account,0.12821416894781043,2021-11-29 17:21:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
13,Shanghai Commercial Bank,Payment company,"phone, online",10000,10000.0,1282.11,0.128,0.1645,170.0,21.76,1.7,1.86448,186.448,Not specified,9983.552,1280.0,2021-11-29 17:23:36,Bank Account,Bank Account,0.12821088125749233,2021-11-29 17:23:36,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
14,Skrill,Payment company,,10000,10000.0,1282.11,0.1245,2.895,0.0,0.0,0.0,2.89498,289.498,Within 24 hours,9710.502,1245.0,2021-11-29 17:26:57,Debit Card,Bank Account,0.12821170316426483,2021-11-29 17:26:57,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
15,Skrill,Payment company,,10000,10000.0,1282.11,0.1245,2.895,198.9990990991,24.7754,1.989990991,4.884970991,488.4970990991,Within 24 hours,9710.502,1245.0,2021-11-29 17:26:56,Credit Card,Bank Account,0.12821170316426483,2021-11-29 17:26:56,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
16,Wing Lung bank,Bank,"phone, online",10000,10000.0,1282.11,0.1283861856,-0.1335,100.0,12.8386,1.0,0.8664783669,86.6478366928,Not specified,10013.3522,1283.8619,2021-11-29 17:12:07,Bank Account,Bank Account,0.12821499089673563,2021-11-29 17:12:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
17,Wirebarley Australia Pty Ltd,Payment company,,10000,10000.0,1282.11,0.126741,1.1465,20.0,2.5348,0.2,1.346455935,134.6455935,Not specified,9885.3544,1267.41,2021-11-29 17:23:36,Bank Account,Bank Account,0.12821088125749233,2021-11-29 17:23:36,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
18,Wise,Payment company,online,10000,9691.75978,1282.11,0.128216,-0.0001,308.24022,39.5213,3.1804360302,3.1802900702,308.2260739074,Not specified,9691.7739,1242.6387,2021-11-29 16:59:59,Debit Card,Bank Account,0.12821581285619957,2021-11-29 16:59:59,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
19,Wise,Payment company,online,10000,9954.46308,1282.11,0.128216,-0.0001,45.53692,5.8386,0.4574522969,0.4573063369,45.5223904657,Not specified,9954.4776,1276.3214,2021-11-29 16:59:58,Bank Account,Bank Account,0.12821581285619957,2021-11-29 16:59:58,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
20,Wise,Payment company,online,10000,9691.75978,1282.11,0.128216,-0.0001,308.24022,39.5213,3.1804360302,3.1802900702,308.2260739074,Not specified,9691.7739,1242.6387,2021-11-29 16:59:59,Credit Card,Bank Account,0.12821581285619957,2021-11-29 16:59:59,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
21,WorldRemit,Payment company,online,10000,10000.0,1282.11,0.12548,2.1438,25.0,3.137,0.25,2.3937946,239.37946,Not specified,9785.6205,1254.8,2021-11-24 23:14:11,Debit Card,Bank Account,0.12822896564104866,2021-11-24 23:14:11,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
22,WorldRemit,Payment company,online,10000,10000.0,1282.11,0.12546,2.1487,25.0,3.1365,0.25,2.3987276,239.87276,Within 24 hours,9785.1272,1254.6,2021-11-29 17:13:48,Credit Card,Bank Account,0.12821499089673563,2021-11-29 17:13:48,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",US,USD,
23,WorldRemit,Payment company,online,10000,10000.0,1282.11,0.12548,2.1438,25.0,3.137,0.25,2.3937946,239.37946,Not specified,9785.6205,1254.8,2021-11-24 23:14:11,Credit Card,Bank Account,0.12822896564104866,2021-11-24 23:14:11,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
24,WorldRemit,Payment company,online,10000,10000.0,1282.11,0.12546,2.1487,25.0,3.1365,0.25,2.3987276,239.87276,Within 24 hours,9785.1272,1254.6,2021-11-29 17:13:48,Debit Card,Bank Account,0.12821499089673563,2021-11-29 17:13:48,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",US,USD,
25,Xendpay,Payment company,"phone, online",10000,10000.0,1282.11,0.12757,0.5005,0.0,0.0,0.0,0.5005028,50.05028,Not specified,9949.9497,1275.7,2021-11-29 17:26:32,Bank Account,Bank Account,0.12821170316426483,2021-11-29 17:26:32,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
