,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",500,500.0,64.11,0.0958221541,0.6477,100.0,9.5822,20.0,20.6477296715,103.2386483574,Not specified,496.7614,47.9111,2021-11-29 17:23:07,Bank Account,Bank Account,0.09644686907020873,2021-11-29 17:22:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
1,China Construction Bank,Payment company,"phone, online",500,500.0,64.11,0.0961778906,0.2921,100.0,9.6178,20.0,20.2920719779,101.4603598897,Not specified,498.5396,48.0889,2021-11-29 17:16:24,Bank Account,Bank Account,0.09645962215284411,2021-11-29 17:15:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
2,Chong Hing Bank,Bank,"phone, online",500,500.0,64.11,0.0957680116,0.7294,110.0,10.5345,22.0,22.7293594306,113.646797153,Not specified,496.3532,47.884,2021-11-29 17:28:34,Bank Account,Bank Account,0.09647163654779382,2021-11-29 17:27:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
3,CITIC Bank,Payment company,"phone, online",500,500.0,64.11,0.0960448722,0.4488,100.0,9.6045,20.0,20.4487625883,102.2438129413,Not specified,497.7562,48.0224,2021-11-29 17:20:48,Bank Account,Bank Account,0.0964778285648347,2021-11-29 17:19:53,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
4,DBS Hong Kong,Payment company,"phone, online",500,500.0,64.11,0.0959166553,0.5685,100.0,9.5917,20.0,20.5685164281,102.8425821407,Not specified,497.1574,47.9583,2021-11-29 17:27:54,Bank Account,Bank Account,0.09646507513205806,2021-11-29 17:26:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",500,500.0,64.11,0.0957744321,0.6972,100.0,9.5774,20.0,20.6972097893,103.4860489463,Not specified,496.514,47.8872,2021-11-29 17:23:08,Bank Account,Bank Account,0.09644686907020873,2021-11-29 17:22:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
6,Hang Seng Bank,Payment company,"phone, online",500,500.0,64.11,0.0958588957,0.6352,65.0,6.2308,13.0,13.6351512882,68.175756441,Not specified,496.8242,47.9294,2021-11-29 17:28:09,Bank Account,Bank Account,0.09647163654779382,2021-11-29 17:27:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
7,HSBC Hong Kong,Payment company,"phone, online",500,500.0,64.11,0.0956663159,0.797,50.0,4.7833,10.0,10.7969505229,53.9847526147,Not specified,496.0152,47.8332,2021-11-29 17:13:10,Bank Account,Bank Account,0.09643485396312536,2021-11-29 17:12:56,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
8,InstaReM,Payment company,online,500,490.0,64.11,0.0964,0.0644,10.0,0.964,2.0408163265,2.1051976541,10.3154685051,Not specified,489.6845,47.236,2021-11-29 17:21:59,Debit Card,Bank Account,0.096462103582899,2021-11-29 17:21:56,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
9,InstaReM,Payment company,online,500,486.0,64.11,0.0964,0.0644,14.0,1.3496,2.8806584362,2.9450397638,14.312893252,Not specified,485.6871,46.8504,2021-11-29 17:21:59,Bank Account,Bank Account,0.096462103582899,2021-11-29 17:21:56,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
