,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",1000,1000.0,128.49,0.819000819,0.366,100.0,81.9001,10.0,10.3660163139,103.6601631394,,996.3398,819.0008,2021-11-01 17:08:06,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,Chong Hing Bank,Bank,"phone, online",1000,1000.0,128.49,0.8165264963,0.667,110.0,89.8179,11.0,11.6670253281,116.6702532809,,993.3297,816.5265,2021-11-01 16:58:21,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,CITIC Bank,Payment company,"phone, online",1000,1000.0,128.49,0.8157272208,0.7643,100.0,81.5727,10.0,10.7642596617,107.6425966173,,992.3574,815.7272,2021-11-01 17:05:21,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,DBS Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.8172605427,0.5777,100.0,81.7261,10.0,10.5777263152,105.7772631523,,994.2227,817.2605,2021-11-01 16:57:39,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,Fubon Bank (Hong Kong),Payment company,"phone, online",1000,1000.0,128.49,0.8197393229,0.2762,100.0,81.9739,10.0,10.2761750302,102.7617503018,,997.2382,819.7393,2021-11-01 16:53:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Hang Seng Bank,Payment company,"phone, online",1000,1000.0,128.49,0.8159934721,0.7319,65.0,53.0396,6.5,7.2318693752,72.3186937521,,992.6813,815.9935,2021-11-01 16:58:08,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,HSBC Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.8165931733,0.6589,50.0,40.8297,5.0,5.6589138652,56.5891386519,,993.4109,816.5932,2021-11-01 16:58:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,InstaReM,Payment company,online,1000,972.5,128.49,0.8211,0.1106,27.5,22.5803,2.8277634961,2.8606444503,28.5760172796,,971.424,798.5198,2021-11-01 17:07:01,Debit Card,Bank Account,0.8220095079018374,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,1000,992.5,128.49,0.8211,0.1106,7.5,6.1583,0.7556675063,0.8606444503,8.5981461697,,991.4019,814.9418,2021-11-01 17:07:00,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,MoneyGram,Payment company,online,1000,1000.0,128.49,0.813595,1.1113,8.0,6.5088,0.8,1.9113235354,19.1132353538,,988.8868,813.595,2021-11-01 06:42:03,Credit Card,Bank Account,0.8227382841867846,2021-11-01 06:41:48,Not specified,"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'UnionPay Cards', 'location_from': '', 'location_to': ''}",
10,MoneyGram,Payment company,online,1000,1000.0,128.49,0.7968110082,3.0667,92.0,73.3066,9.2,12.2667209148,122.6672091484,,969.3328,796.811,2021-11-01 16:14:25,Cash,Bank Account,0.8220200696398515,2021-11-01 16:13:52,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Other Banks', 'location_from': '', 'location_to': ''}",
11,MoneyGram,Payment company,online,1000,1000.0,128.49,0.813595,1.1113,8.0,6.5088,0.8,1.9113235354,19.1132353538,,988.8868,813.595,2021-11-01 06:42:03,Debit Card,Bank Account,0.8227382841867846,2021-11-01 06:41:48,Not specified,"{'pay_in_method': 'debitCard', 'pay_out_method': 'UnionPay Cards', 'location_from': '', 'location_to': ''}",
12,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.819000819,0.366,115.0,94.1851,11.5,11.8660163139,118.6601631394,,996.3398,819.0008,2021-11-01 17:06:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.8181973639,0.4638,60.0,49.0918,6.0,6.463759109,64.6375910904,,995.3624,818.1974,2021-11-01 17:06:07,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.49,0.8153281696,0.8128,170.0,138.6058,17.0,17.8128054784,178.1280547845,,991.8719,815.3282,2021-11-01 16:53:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
15,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.8130257,1.0929,0.0,0.0,0.0,1.0929080279,10.9290802789,1 Business days,989.0709,813.0257,2021-11-01 17:01:38,Debit Card,Bank Account,0.8220095079018374,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
16,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.8138486,0.9928,0.0,0.0,0.0,0.9927996968,9.9279969677,1 Business days,990.072,813.8486,2021-11-01 17:01:38,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
17,Western Union,Payment company,"phone, online",1000,1000.0,128.49,0.8138486,0.9928,0.0,0.0,0.0,0.9927996968,9.9279969677,1 Business days,990.072,813.8486,2021-11-01 17:01:38,Mobile Wallet,Bank Account,0.8220095079018374,2021-11-01 17:00:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",
