,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",50000,50000.0,6424.26,0.819000819,0.366,100.0,81.9001,0.2,0.5660163139,283.0081569675,,49816.9918,40950.041,2021-11-01 17:08:06,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,Chong Hing Bank,Bank,"phone, online",50000,50000.0,6424.26,0.8165264963,0.667,110.0,89.8179,0.22,0.8870253281,443.5126640462,,49666.4873,40826.3248,2021-11-01 16:58:21,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,CITIC Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.8157272208,0.7643,100.0,81.5727,0.2,0.9642596617,482.129830865,,49617.8702,40786.361,2021-11-01 17:05:21,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,DBS Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.8172605427,0.5777,100.0,81.7261,0.2,0.7777263152,388.8631576147,,49711.1368,40863.0271,2021-11-01 16:57:39,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,Fubon Bank (Hong Kong),Payment company,"phone, online",50000,50000.0,6424.26,0.8197393229,0.2762,100.0,81.9739,0.2,0.4761750302,238.0875150893,,49861.9125,40986.9661,2021-11-01 16:53:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Hang Seng Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.8159934721,0.7319,65.0,53.0396,0.13,0.8618693752,430.9346876029,,49634.0653,40799.6736,2021-11-01 16:58:08,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,HSBC Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.8165931733,0.6589,50.0,40.8297,0.1,0.7589138652,379.4569325963,,49670.5431,40829.6587,2021-11-01 16:58:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,InstaReM,Payment company,online,50000,49625.0,6424.26,0.8211,0.1106,375.0,307.9125,0.7556675063,0.8606444503,429.9073084859,,49570.0927,40747.0875,2021-11-01 17:07:00,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,MoneyGram,Payment company,online,50000,50000.0,6424.26,0.7968110082,3.0667,270.0,215.139,0.54,3.6067209148,1803.3604574215,,48466.6395,39840.5504,2021-11-01 16:14:25,Cash,Bank Account,0.8220200696398515,2021-11-01 16:13:52,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Other Banks', 'location_from': '', 'location_to': ''}",
9,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.819000819,0.366,115.0,94.1851,0.23,0.5960163139,298.0081569676,,49816.9918,40950.041,2021-11-01 17:06:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,OFX,Payment company,,50000,50000.0,6424.26,0.793525,3.4665,0.0,0.0,0.0,3.4664688482,1733.2344240899,,48266.7656,39676.25,2021-11-01 16:38:54,Bank Account,Bank Account,0.8220200696398515,2021-11-01 16:38:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Public Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.8181973639,0.4638,60.0,49.0918,0.12,0.583759109,291.8795545221,,49768.1204,40909.8682,2021-11-01 17:06:07,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Shanghai Commercial Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.8153281696,0.8128,170.0,138.6058,0.34,1.1528054784,576.4027392233,,49593.5973,40766.4085,2021-11-01 16:53:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Wing Lung bank,Bank,"phone, online",50000,50000.0,6424.26,0.8250825083,-0.3738,100.0,82.5083,0.2,-0.1738400006,-86.9200002827,,50186.92,41254.1254,2021-11-01 16:57:07,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Wise,Payment company,online,50000,49468.50364,6424.26,0.82201,-0.0001,531.49636,436.8953,1.074413659,1.0629328547,531.4667455497,,49468.5333,40663.6047,2021-11-01 16:59:10,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
