,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",100000,100000,12848.52,0.819000819,0.366,100,81.9001,0.1,0.4660163139,466.0163139351,,99633.9837,81900.0819,2021-11-01 17:08:06,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,Chong Hing Bank,Bank,"phone, online",100000,100000,12848.52,0.8165264963,0.667,110,89.8179,0.11,0.7770253281,777.0253280924,,99332.9747,81652.6496,2021-11-01 16:58:21,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,CITIC Bank,Payment company,"phone, online",100000,100000,12848.52,0.8157272208,0.7643,100,81.5727,0.1,0.8642596617,864.25966173,,99235.7403,81572.7221,2021-11-01 17:05:21,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,DBS Hong Kong,Payment company,"phone, online",100000,100000,12848.52,0.8172605427,0.5777,100,81.7261,0.1,0.6777263152,677.7263152294,,99422.2737,81726.0543,2021-11-01 16:57:39,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,Fubon Bank (Hong Kong),Payment company,"phone, online",100000,100000,12848.52,0.8197393229,0.2762,100,81.9739,0.1,0.3761750302,376.1750301785,,99723.825,81973.9323,2021-11-01 16:53:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Hang Seng Bank,Payment company,"phone, online",100000,100000,12848.52,0.8159934721,0.7319,65,53.0396,0.065,0.7968693752,796.8693752058,,99268.1306,81599.3472,2021-11-01 16:58:08,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,HSBC Hong Kong,Payment company,"phone, online",100000,100000,12848.52,0.8165931733,0.6589,50,40.8297,0.05,0.7089138652,708.9138651925,,99341.0861,81659.3173,2021-11-01 16:58:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,InstaReM,Payment company,online,100000,99250,12848.52,0.8211,0.1106,750,615.825,0.7556675063,0.8606444503,859.8146169717,,99140.1854,81494.175,2021-11-01 17:07:00,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,MoneyGram,Payment company,online,100000,100000,12848.52,0.7968110082,3.0667,270,215.139,0.27,3.3367209148,3336.7209148429,,96933.2791,79681.1008,2021-11-01 16:14:25,Cash,Bank Account,0.8220200696398515,2021-11-01 16:13:52,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Other Banks', 'location_from': '', 'location_to': ''}",
9,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",100000,100000,12848.52,0.819000819,0.366,115,94.1851,0.115,0.4810163139,481.0163139351,,99633.9837,81900.0819,2021-11-01 17:06:09,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,OFX,Payment company,,100000,100000,12848.52,0.7952,3.2627,0,0.0,0.0,3.2627025337,3262.7025337231,,96737.2975,79520.0,2021-11-01 16:39:37,Bank Account,Bank Account,0.8220200696398515,2021-11-01 16:38:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Public Bank Hong Kong,Payment company,"phone, online",100000,100000,12848.52,0.8181973639,0.4638,60,49.0918,0.06,0.523759109,523.7591090442,,99536.2409,81819.7364,2021-11-01 17:06:07,Bank Account,Bank Account,0.8220095079018374,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
