,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",100000,100000.0,12848.52,0.1283202874,0.1283,100.0,12.832,0.1,0.2283202874,228.3202874374,,99871.6797,12832.0287,2021-11-01 16:53:07,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:53:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",100000,100000.0,12848.52,0.1283631136,0.0963,100.0,12.8363,0.1,0.1962723352,196.2723351818,,99903.7277,12836.3114,2021-11-01 16:50:33,Bank Account,Bank Account,0.12848681082886843,2021-11-01 16:50:33,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",100000,100000.0,12848.52,0.1282412988,0.1898,110.0,14.1065,0.11,0.2997971223,299.7971222653,,99810.2029,12824.1299,2021-11-01 16:58:21,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:58:21,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",100000,100000.0,12848.52,0.1282347208,0.1949,100.0,12.8235,0.1,0.2949167757,294.9167756662,,99805.0832,12823.4721,2021-11-01 16:51:01,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:01,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,0.1280737705,0.3202,100.0,12.8074,0.1,0.4201844262,420.1844262295,,99679.8156,12807.377,2021-11-01 16:57:39,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:57:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",100000,100000.0,12848.52,0.1283548756,0.1014,100.0,12.8355,0.1,0.2014003517,201.4003516924,,99898.5996,12835.4876,2021-11-01 16:53:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:53:09,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",100000,100000.0,12848.52,0.1282051282,0.2179,65.0,8.3333,0.065,0.2829487179,282.9487179487,,99782.0513,12820.5128,2021-11-01 16:58:08,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:58:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,0.1279787043,0.3942,50.0,6.3989,0.05,0.4441744094,444.1744093783,,99605.8256,12797.8704,2021-11-01 16:58:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:58:09,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,100000,99550.0,12848.52,0.1284,0.0663,450.0,57.78,0.4520341537,0.51628,515.98174,,99484.0183,12782.22,2021-11-01 16:52:20,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:52:20,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,0.1283532281,0.1027,115.0,14.7606,0.115,0.2176825825,217.682582467,,99897.3174,12835.3228,2021-11-01 16:51:10,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:10,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,OFX,Payment company,,100000,100000.0,12848.52,0.1266175,1.4549,0.0,0.0,0.0,1.454865925,1454.865925,,98545.1341,12661.75,2021-11-01 16:29:25,Bank Account,Bank Account,0.12848681082886843,2021-11-01 16:29:25,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Public Bank Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,0.1283861856,0.077,60.0,7.7032,0.06,0.1370317114,137.0317113878,,99922.9683,12838.6186,2021-11-01 16:51:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:09,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Shanghai Commercial Bank,Payment company,"phone, online",100000,100000.0,12848.52,0.1282791354,0.1603,170.0,21.8075,0.17,0.3303489192,330.3489192483,,99839.6511,12827.9135,2021-11-01 16:53:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:53:09,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Skrill,Payment company,,100000,100000.0,12848.52,0.1248,2.8682,0.0,0.0,0.0,2.86816,2868.16,up to 1 days,97131.84,12480.0,2021-11-01 16:59:13,Debit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:13,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
14,Skrill,Payment company,,100000,100000.0,12848.52,0.1248,2.8682,1989.9900900901,248.3508,1.9899900901,4.8581500901,4858.1500900901,up to 1 days,97131.84,12480.0,2021-11-01 16:59:12,Credit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:12,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
15,Wing Lung bank,Bank,"phone, online",100000,100000.0,12848.52,0.1286504567,-0.1287,100.0,12.865,0.1,-0.0286504567,-28.6504567091,,100128.6505,12865.0457,2021-11-01 16:57:07,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:57:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
16,Wise,Payment company,online,100000,99569.26232,12848.52,0.128485,0.0001,430.73768,55.3433,0.4326010558,0.43086218,430.8616437316,,99569.1384,12793.1567,2021-11-01 17:00:11,Bank Account,Bank Account,0.12848515996402415,2021-11-01 17:00:11,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
17,Xendpay,Payment company,"phone, online",100000,100000.0,12848.52,0.12784,0.5034,0.0,0.0,0.0,0.5034064,503.4064,,99496.5936,12784.0,2021-11-01 16:46:28,Bank Account,Bank Account,0.12848681082886843,2021-11-01 16:46:28,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
