,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",10000,10000.0,1284.85,0.1283202874,0.1283,100.0,12.832,1.0,1.1283202874,112.8320287437,,9987.168,1283.2029,2021-11-01 16:53:07,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:53:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1283631136,0.0963,100.0,12.8363,1.0,1.0962723352,109.6272335182,,9990.3728,1283.6311,2021-11-01 16:50:33,Bank Account,Bank Account,0.12848681082886843,2021-11-01 16:50:33,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",10000,10000.0,1284.85,0.1282412988,0.1898,110.0,14.1065,1.1,1.2897971223,128.9797122265,,9981.0203,1282.413,2021-11-01 16:58:21,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:58:21,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1282347208,0.1949,100.0,12.8235,1.0,1.1949167757,119.4916775666,,9980.5083,1282.3472,2021-11-01 16:51:01,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:01,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.1280737705,0.3202,100.0,12.8074,1.0,1.3201844262,132.018442623,,9967.9816,1280.7377,2021-11-01 16:57:39,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:57:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",10000,10000.0,1284.85,0.1283548756,0.1014,100.0,12.8355,1.0,1.1014003517,110.1400351692,,9989.86,1283.5488,2021-11-01 16:53:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:53:09,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1282051282,0.2179,65.0,8.3333,0.65,0.8679487179,86.7948717949,,9978.2051,1282.0513,2021-11-01 16:58:08,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:58:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.1279787043,0.3942,50.0,6.3989,0.5,0.8941744094,89.4174409378,,9960.5826,1279.787,2021-11-01 16:58:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:58:09,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,10000,9955.0,1284.85,0.1284,0.0663,45.0,5.778,0.4520341537,0.51628,51.598174,,9948.4018,1278.222,2021-11-01 16:52:19,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:52:19,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,InstaReM,Payment company,online,10000,9755.0,1284.85,0.1284,0.0663,245.0,31.458,2.5115325474,2.51628,251.465614,,9748.5344,1252.542,2021-11-01 16:52:19,Debit Card,Bank Account,0.12848515996402415,2021-11-01 16:52:19,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.1283532281,0.1027,115.0,14.7606,1.15,1.2526825825,125.2682582467,,9989.7317,1283.5323,2021-11-01 16:51:10,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:10,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,OFX,Payment company,,10000,10000.0,1284.85,0.1257565,2.125,60.0,7.5454,0.6,2.724973615,272.4973615,,9787.5026,1257.565,2021-11-01 16:28:17,Bank Account,Bank Account,0.12848681082886843,2021-11-01 16:28:17,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Public Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.1283861856,0.077,60.0,7.7032,0.6,0.6770317114,67.7031711388,,9992.2968,1283.8619,2021-11-01 16:51:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:51:09,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Shanghai Commercial Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1282791354,0.1603,170.0,21.8075,1.7,1.8603489192,186.0348919248,,9983.9651,1282.7914,2021-11-01 16:53:09,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:53:09,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Skrill,Payment company,,10000,10000.0,1284.85,0.1248,2.8682,0.0,0.0,0.0,2.86816,286.816,up to 1 days,9713.184,1248.0,2021-11-01 16:59:13,Debit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:13,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
15,Skrill,Payment company,,10000,10000.0,1284.85,0.1248,2.8682,198.9990990991,24.8351,1.989990991,4.858150991,485.8150990991,up to 1 days,9713.184,1248.0,2021-11-01 16:59:12,Credit Card,Bank Account,0.12848515996402415,2021-11-01 16:59:12,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}",
16,Wing Lung bank,Bank,"phone, online",10000,10000.0,1284.85,0.1286504567,-0.1287,100.0,12.865,1.0,0.8713495433,87.1349543291,,10012.865,1286.5046,2021-11-01 16:57:07,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:57:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
17,Wirebarley Australia Pty Ltd,Payment company,,10000,10000.0,1284.85,0.1270122,1.1464,20.0,2.5402,0.2,1.34640474,134.640474,,9885.3595,1270.122,2021-11-01 16:52:20,Bank Account,Bank Account,0.12848515996402415,2021-11-01 16:52:20,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
18,Wise,Payment company,online,10000,9691.66513,1284.85,0.128485,0.0001,308.33487,39.6164,3.1814437031,3.0834732,308.3469361231,,9691.6531,1245.2336,2021-11-01 17:00:20,Debit Card,Bank Account,0.12848515996402415,2021-11-01 17:00:20,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
19,Wise,Payment company,online,10000,9954.46232,1284.85,0.128485,0.0001,45.53768,5.8509,0.4574599666,0.4555013,45.5500733056,,9954.4499,1278.9991,2021-11-01 17:00:11,Bank Account,Bank Account,0.12848515996402415,2021-11-01 17:00:11,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
20,Wise,Payment company,online,10000,9691.66513,1284.85,0.128485,0.0001,308.33487,39.6164,3.1814437031,3.0834732,308.3469361231,,9691.6531,1245.2336,2021-11-01 17:00:21,Credit Card,Bank Account,0.12848515996402415,2021-11-01 17:00:21,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
