,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",1000,1000.0,128.33,0.0954745083,0.446,100.0,9.5475,10.0,10.4460352847,104.460352847,,995.5396,95.4745,2021-11-11 17:08:07,Bank Account,Bank Account,0.09590226625259862,2021-11-11 17:07:15,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
1,China Construction Bank,Payment company,"phone, online",1000,1000.0,128.33,0.0956306362,0.2597,100.0,9.5631,10.0,10.2596684042,102.5966840422,,997.4033,95.6306,2021-11-11 17:03:01,Bank Account,Bank Account,0.09587960527160035,2021-11-11 17:02:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
2,Chong Hing Bank,Bank,"phone, online",1000,1000.0,128.33,0.0955091593,0.3951,110.0,10.506,11.0,11.3951094552,113.9510945517,,996.0489,95.5092,2021-11-11 17:00:30,Bank Account,Bank Account,0.09588802196956087,2021-11-11 17:00:15,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
3,CITIC Bank,Payment company,"phone, online",1000,1000.0,128.33,0.0954489921,0.4616,100.0,9.5449,10.0,10.4615868268,104.6158682679,,995.3841,95.449,2021-11-11 17:05:58,Bank Account,Bank Account,0.09589161512203886,2021-11-11 17:05:15,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
4,DBS Hong Kong,Payment company,"phone, online",1000,1000.0,128.33,0.0952762057,0.6244,100.0,9.5276,10.0,10.6244325662,106.2443256623,,993.7557,95.2762,2021-11-11 16:57:31,Bank Account,Bank Account,0.09587487969201154,2021-11-11 16:57:14,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",1000,1000.0,128.33,0.0952426306,0.6878,100.0,9.5243,10.0,10.6878207126,106.878207126,,993.1218,95.2426,2021-11-11 17:08:08,Bank Account,Bank Account,0.09590226625259862,2021-11-11 17:07:15,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
6,Hang Seng Bank,Payment company,"phone, online",1000,1000.0,128.33,0.0953288847,0.5695,65.0,6.1964,6.5,7.0694870666,70.694870666,,994.3051,95.3289,2021-11-11 16:58:06,Bank Account,Bank Account,0.09587487969201154,2021-11-11 16:57:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
7,HSBC Hong Kong,Payment company,"phone, online",1000,1000.0,128.33,0.0951474786,0.7736,50.0,4.7574,5.0,5.77357355,57.7357355002,,992.2643,95.1475,2021-11-11 16:58:28,Bank Account,Bank Account,0.0958892524863651,2021-11-11 16:58:15,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
8,InstaReM,Payment company,online,1000,980.0,128.33,0.0958,0.1066,20.0,1.916,2.0408163265,2.1066359082,21.0450319003,,978.955,93.884,2021-11-11 17:06:41,Debit Card,Bank Account,0.09590226625259862,2021-11-11 17:06:14,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
9,InstaReM,Payment company,online,1000,986.0,128.33,0.0958,0.1066,14.0,1.3412,1.4198782961,1.5066359082,15.0514300548,,984.9486,94.4588,2021-11-11 17:06:40,Bank Account,Bank Account,0.09590226625259862,2021-11-11 17:06:14,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",GB,GBP,
