,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",5000,5000.0,642.43,14.6220207633,0.2995,100.0,1462.2021,2.0,2.299454553,114.9727276479,,4985.0273,73110.1038,2021-11-01 17:08:06,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",5000,5000.0,642.43,14.6556651474,0.07,100.0,1465.5665,2.0,2.0700496369,103.5024818466,,4996.4975,73278.3257,2021-11-01 17:07:16,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",5000,5000.0,642.43,14.6305779078,0.2411,110.0,1609.3636,2.2,2.4411074891,122.0553744527,,4987.9446,73152.8895,2021-11-01 17:14:57,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:14:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",5000,5000.0,642.43,14.6070698218,0.4058,100.0,1460.707,2.0,2.4057604704,120.2880235208,,4979.712,73035.3491,2021-11-01 17:05:21,Bank Account,Bank Account,14.666581009893358,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,14.5878920496,0.5539,100.0,1458.7892,2.0,2.5539425225,127.6971261265,,4972.3029,72939.4602,2021-11-01 16:57:39,Bank Account,Bank Account,14.669150713092638,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",5000,5000.0,642.43,14.5566764196,0.745,100.0,1455.6676,2.0,2.7450062867,137.2503143345,,4962.7497,72783.3821,2021-11-01 17:08:08,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",5000,5000.0,642.43,14.5815106445,0.5844,65.0,947.7982,1.3,1.8843832104,94.2191605201,,4970.7808,72907.5532,2021-11-01 17:13:09,Bank Account,Bank Account,14.667223435693177,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,14.5518044237,0.7869,50.0,727.5902,1.0,1.7869179361,89.3458968054,,4960.6541,72759.0221,2021-11-01 17:13:09,Bank Account,Bank Account,14.667223435693177,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,14.6348602371,0.2119,115.0,1683.0089,2.3,2.5119083401,125.5954170034,,4989.4046,73174.3012,2021-11-01 17:06:09,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,OFX,Payment company,,5000,5000.0,642.43,14.3054,2.5231,60.0,858.324,1.2,3.7231309022,186.1565451123,,4873.8435,71527.0,2021-11-01 14:13:06,Bank Account,Bank Account,14.675686788476858,2021-11-01 14:12:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,Public Bank Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,14.655450362,0.0715,60.0,879.327,1.2,1.2715141554,63.575707768,,4996.4243,73277.2518,2021-11-01 17:06:07,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Shanghai Commercial Bank,Payment company,"phone, online",5000,5000.0,642.43,14.6295077171,0.2484,170.0,2487.0163,3.4,3.6484046065,182.4202303246,,4987.5798,73147.5386,2021-11-01 17:08:19,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Wing Lung bank,Bank,"phone, online",5000,5000.0,642.43,14.684287812,-0.1251,100.0,1468.4288,2.0,1.8748854167,93.7442708346,,5006.2557,73421.4391,2021-11-01 17:12:08,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:11:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Wirebarley Australia Pty Ltd,Payment company,,5000,5000.0,642.43,14.5052236,1.0958,20.0,290.1045,0.4,1.4958383821,74.7919191029,,4945.2081,72526.118,2021-11-01 17:07:18,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",
14,Wise,Payment company,online,5000,4958.23364,642.43,14.6724,-0.009,41.76636,612.8127,0.8423636931,0.8263162091,41.3195740161,,4958.6804,72749.1873,2021-11-01 16:59:37,Bank Account,Bank Account,14.671077990492098,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
15,Wise,Payment company,online,5000,4826.93843,642.43,14.6724,-0.009,173.06157,2539.2286,3.5853278949,3.4522204091,172.6266150156,,4827.3734,70822.7714,2021-11-01 16:59:46,Debit Card,Bank Account,14.671077990492098,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
16,Wise,Payment company,online,5000,4826.93843,642.43,14.6724,-0.0178,173.06157,2539.2286,3.5853278949,3.4434611351,172.2038102523,,4827.7962,70822.7714,2021-11-01 16:59:47,Credit Card,Bank Account,14.669793138892457,2021-11-01 16:59:47,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
17,Xendpay,Payment company,"phone, online",5000,5000.0,642.43,14.59297,0.4975,0.0,0.0,0.0,0.4975377721,24.8768886066,,4975.1231,72964.85,2021-11-01 17:06:38,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
