,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",100000,100000.0,12848.52,14.6220207633,0.2995,100.0,1462.2021,0.1,0.399454553,399.4545529577,,99700.5454,1462202.0763,2021-11-01 17:08:06,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",100000,100000.0,12848.52,14.6556651474,0.07,100.0,1465.5665,0.1,0.1700496369,170.049636932,,99929.9504,1465566.5147,2021-11-01 17:07:16,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",100000,100000.0,12848.52,14.6305779078,0.2411,110.0,1609.3636,0.11,0.3511074891,351.1074890531,,99758.8925,1463057.7908,2021-11-01 17:14:57,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:14:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",100000,100000.0,12848.52,14.6070698218,0.4058,100.0,1460.707,0.1,0.5057604704,505.7604704155,,99594.2395,1460706.9822,2021-11-01 17:05:21,Bank Account,Bank Account,14.666581009893358,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,14.5878920496,0.5539,100.0,1458.7892,0.1,0.6539425225,653.9425225298,,99446.0575,1458789.205,2021-11-01 16:57:39,Bank Account,Bank Account,14.669150713092638,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",100000,100000.0,12848.52,14.5566764196,0.745,100.0,1455.6676,0.1,0.8450062867,845.0062866905,,99254.9937,1455667.642,2021-11-01 17:08:08,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",100000,100000.0,12848.52,14.5815106445,0.5844,65.0,947.7982,0.065,0.6493832104,649.3832104025,,99415.6168,1458151.0645,2021-11-01 17:13:09,Bank Account,Bank Account,14.667223435693177,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,14.5518044237,0.7869,50.0,727.5902,0.05,0.8369179361,836.9179361089,,99213.0821,1455180.4424,2021-11-01 17:13:09,Bank Account,Bank Account,14.667223435693177,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,14.6348602371,0.2119,115.0,1683.0089,0.115,0.3269083401,326.908340067,,99788.0917,1463486.0237,2021-11-01 17:06:09,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,OFX,Payment company,,100000,100000.0,12848.52,14.414425,1.7544,0.0,0.0,0.0,1.7544300871,1754.4300871393,,98245.5699,1441442.5,2021-11-01 14:15:06,Bank Account,Bank Account,14.671832035566519,2021-11-01 14:14:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,Public Bank Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,14.655450362,0.0715,60.0,879.327,0.06,0.1315141554,131.5141553592,,99928.4858,1465545.0362,2021-11-01 17:06:07,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Shanghai Commercial Bank,Payment company,"phone, online",100000,100000.0,12848.52,14.6295077171,0.2484,170.0,2487.0163,0.17,0.4184046065,418.4046064923,,99751.5954,1462950.7717,2021-11-01 17:08:19,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Wing Lung bank,Bank,"phone, online",100000,100000.0,12848.52,14.684287812,-0.1251,100.0,1468.4288,0.1,-0.0251145833,-25.1145833072,,100125.1146,1468428.7812,2021-11-01 17:12:08,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:11:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Wise,Payment company,online,100000,99459.78227,12848.52,14.6724,-0.009,540.21773,7926.2906,0.543151933,0.5312067391,531.2554180349,,99468.7446,1459313.7094,2021-11-01 16:59:37,Bank Account,Bank Account,14.671077990492098,2021-11-01 16:58:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Xendpay,Payment company,"phone, online",100000,100000.0,12848.52,14.59297,0.4975,0.0,0.0,0.0,0.4975377721,497.5377721319,,99502.4622,1459297.0,2021-11-01 17:06:38,Bank Account,Bank Account,14.665938584093537,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
