,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",75000,75000.0,9616.43,14.5454545455,0.1929,100.0,1454.5455,0.1333333333,0.326253206,244.6899044999,Not specified,74855.3101,1090909.0909,2021-12-13 09:08:07,Bank Account,Bank Account,14.573569857867303,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
1,China Construction Bank,Payment company,"phone, online",75000,75000.0,9616.43,14.5501105808,0.1666,100.0,1455.0111,0.1333333333,0.2999766145,224.9824608859,Not specified,74875.0175,1091258.2936,2021-12-13 08:50:51,Bank Account,Bank Account,14.574397835606076,2021-12-13 08:50:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
2,Chong Hing Bank,Bank,"phone, online",75000,75000.0,9616.43,14.5222189951,0.3311,110.0,1597.4441,0.1466666667,0.4777390102,358.3042576064,Not specified,74751.6957,1089166.4246,2021-12-13 08:43:58,Bank Account,Bank Account,14.570457750993716,2021-12-13 08:43:40,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
3,CITIC Bank,Payment company,"phone, online",75000,75000.0,9616.43,14.5222189951,0.3642,100.0,1452.2219,0.1333333333,0.4975609336,373.1707002367,Not specified,74726.8293,1089166.4246,2021-12-13 09:06:25,Bank Account,Bank Account,14.575306283377035,2021-12-13 09:05:40,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
4,DBS Hong Kong,Payment company,"phone, online",75000,75000.0,9616.43,14.4862453101,0.5874,100.0,1448.6245,0.1333333333,0.7206861768,540.5146326058,Not specified,74559.4854,1086468.3983,2021-12-13 08:43:31,Bank Account,Bank Account,14.57183338782785,2021-12-13 08:42:41,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",75000,75000.0,9616.43,14.5139987518,0.4088,100.0,1451.3999,0.1333333333,0.5420945816,406.5709362163,Not specified,74693.4291,1088549.9064,2021-12-13 09:08:08,Bank Account,Bank Account,14.573569857867303,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
6,Hang Seng Bank,Payment company,"phone, online",75000,75000.0,9616.43,14.4843568946,0.5903,65.0,941.4832,0.0866666667,0.6769569483,507.717711222,Not specified,74557.2823,1086326.7671,2021-12-13 08:58:08,Bank Account,Bank Account,14.570364339246447,2021-12-13 08:57:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
7,HSBC Hong Kong,Payment company,"phone, online",75000,75000.0,9616.43,14.4529556294,0.8058,50.0,722.6478,0.0666666667,0.8724715669,654.3536751376,Not specified,74395.6463,1083971.6722,2021-12-13 08:58:08,Bank Account,Bank Account,14.570364339246447,2021-12-13 08:57:40,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
8,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",75000,75000.0,9616.43,14.5433391507,0.2193,115.0,1672.484,0.1533333333,0.3726572507,279.4929380206,Not specified,74835.5071,1090750.4363,2021-12-13 09:06:08,Bank Account,Bank Account,14.575306283377035,2021-12-13 09:05:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
9,OFX,Payment company,,75000,75000.0,9616.43,14.290525,1.8275,0.0,0.0,0.0,1.8275425134,1370.6568850753,Not specified,73629.3431,1071789.375,2021-12-13 07:25:07,Bank Account,Bank Account,14.556552179571844,2021-12-13 07:24:41,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
10,Public Bank Hong Kong,Payment company,"phone, online",75000,75000.0,9616.43,14.5437621804,0.2164,60.0,872.6257,0.08,0.2964215445,222.3161583859,Not specified,74837.6838,1090782.1635,2021-12-13 09:06:08,Bank Account,Bank Account,14.575306283377035,2021-12-13 09:05:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
11,Shanghai Commercial Bank,Payment company,"phone, online",75000,75000.0,9616.43,14.5211645974,0.3596,170.0,2468.598,0.2266666667,0.5862577688,439.6933265718,Not specified,74730.3067,1089087.3448,2021-12-13 09:08:13,Bank Account,Bank Account,14.573569857867303,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
12,Wing Lung bank,Bank,"phone, online",75000,75000.0,9616.43,14.5921494236,-0.159,100.0,1459.2149,0.1333333333,-0.0256392253,-19.2294189291,Not specified,75119.2294,1094411.2068,2021-12-13 08:57:07,Bank Account,Bank Account,14.568988729468785,2021-12-13 08:56:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
13,Wise,Payment company,online,75000,74599.02227,9616.43,14.5607,-0.0079,400.97773,5838.5164,0.5375107043,0.5295889527,395.0681807791,Not specified,74604.9318,1086213.9836,2021-12-13 07:58:51,Bank Account,Bank Account,14.559546628885743,2021-12-13 07:58:39,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
14,Xendpay,Payment company,"phone, online",75000,75000.0,9616.43,14.46583,0.5029,0.0,0.0,0.0,0.5029266589,377.1949941573,Not specified,74622.805,1084937.25,2021-12-10 21:46:45,Bank Account,Bank Account,14.53895025676204,2021-12-10 21:46:40,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
