,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",15000,15000.0,1923.3,0.0967117988,0.2378,100.0,9.6712,0.6666666667,0.9044473002,135.6670950193,Not specified,14964.3329,1450.677,2021-12-13 09:08:07,Bank Account,Bank Account,0.09694230887559575,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
1,China Construction Bank,Payment company,"phone, online",15000,15000.0,1923.3,0.0968007357,0.1322,100.0,9.6801,0.6666666667,0.798886719,119.8330078409,Not specified,14980.167,1452.011,2021-12-13 08:50:51,Bank Account,Bank Account,0.09692889512138778,2021-12-13 08:50:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
2,Chong Hing Bank,Bank,"phone, online",15000,15000.0,1923.3,0.0965334826,0.3922,110.0,10.6187,0.7333333333,1.125578316,168.8367474008,Not specified,14941.1633,1448.0022,2021-12-13 08:43:58,Bank Account,Bank Account,0.09691362145614082,2021-12-13 08:43:40,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
3,CITIC Bank,Payment company,"phone, online",15000,15000.0,1923.3,0.0965241648,0.4112,100.0,9.6524,0.6666666667,1.0779027069,161.6854060289,Not specified,14938.3146,1447.8625,2021-12-13 09:06:25,Bank Account,Bank Account,0.09692274608772099,2021-12-13 09:05:40,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
4,DBS Hong Kong,Payment company,"phone, online",15000,15000.0,1923.3,0.0963069371,0.6417,100.0,9.6307,0.6666666667,1.3083308246,196.2496236806,Not specified,14903.7504,1444.6041,2021-12-13 08:43:31,Bank Account,Bank Account,0.09692889512138778,2021-12-13 08:42:41,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",15000,15000.0,1923.3,0.0963001483,0.6624,100.0,9.63,0.6666666667,1.3290818503,199.3622775467,Not specified,14900.6377,1444.5022,2021-12-13 09:08:08,Bank Account,Bank Account,0.09694230887559575,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
6,Hang Seng Bank,Payment company,"phone, online",15000,15000.0,1923.3,0.0963855422,0.5593,65.0,6.2651,0.4333333333,0.9926268996,148.8940349398,Not specified,14916.106,1445.7831,2021-12-13 08:58:08,Bank Account,Bank Account,0.09692765229187493,2021-12-13 08:57:39,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
7,HSBC Hong Kong,Payment company,"phone, online",15000,15000.0,1923.3,0.0961630926,0.7888,50.0,4.8082,0.3333333333,1.1221275202,168.3191280412,Not specified,14881.6809,1442.4464,2021-12-13 08:58:08,Bank Account,Bank Account,0.09692765229187493,2021-12-13 08:57:39,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
8,InstaReM,Payment company,online,15000,14655.0,1923.3,0.0968,0.1449,345.0,33.396,2.3541453429,2.4990886525,366.2414420219,Not specified,14633.7586,1418.604,2021-12-13 08:52:07,Debit Card,Bank Account,0.09694050878177139,2021-12-13 08:51:40,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
9,InstaReM,Payment company,online,15000,14955.0,1923.3,0.0968,0.1449,45.0,4.356,0.3009027081,0.4458460177,66.6762719507,Not specified,14933.3237,1447.644,2021-12-13 08:52:07,Bank Account,Bank Account,0.09694050878177139,2021-12-13 08:51:40,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",15000,15000.0,1923.3,0.0965903603,0.3429,115.0,11.1079,0.7666666667,1.1096055733,166.4408359896,Not specified,14948.5592,1448.8554,2021-12-13 09:06:08,Bank Account,Bank Account,0.09692274608772099,2021-12-13 09:05:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
11,OFX,Payment company,,15000,15000.0,1923.3,0.094819,2.0156,60.0,5.6891,0.4,2.4156036317,362.3405447612,Not specified,14697.6595,1422.285,2021-12-13 04:22:35,Bank Account,Bank Account,0.09676948934158648,2021-12-13 04:22:33,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
12,Public Bank Hong Kong,Payment company,"phone, online",15000,15000.0,1923.3,0.0967155403,0.2138,60.0,5.8029,0.4,0.6137845274,92.0676791172,Not specified,14967.9323,1450.7331,2021-12-13 09:06:08,Bank Account,Bank Account,0.09692274608772099,2021-12-13 09:05:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
13,Shanghai Commercial Bank,Payment company,"phone, online",15000,15000.0,1923.3,0.0965250965,0.4304,170.0,16.4093,1.1333333333,1.5637051238,234.5557685811,Not specified,14935.4442,1447.8764,2021-12-13 09:08:13,Bank Account,Bank Account,0.09694230887559575,2021-12-13 09:07:39,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
14,Skrill,Payment company,,15000,15000.0,1923.3,0.0941,2.8995,0.0,0.0,0.0,2.8994910304,434.9236545525,Within 24 hours,14565.0763,1411.5,2021-12-13 08:36:19,Debit Card,Bank Account,0.09690989367461726,2021-12-13 08:35:40,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
15,Skrill,Payment company,,15000,15000.0,1923.3,0.0941,2.8995,298.4985985986,28.0887,1.9899906573,4.8894816877,733.4222531511,Within 24 hours,14565.0763,1411.5,2021-12-13 08:36:19,Credit Card,Bank Account,0.09690989367461726,2021-12-13 08:35:40,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 hours'}",GB,GBP,
16,Wing Lung bank,Bank,"phone, online",15000,15000.0,1923.3,0.0970685304,-0.1346,100.0,9.7069,0.6666666667,0.532036789,79.805518346,Not specified,15020.1945,1456.028,2021-12-13 08:57:07,Bank Account,Bank Account,0.09693802284086073,2021-12-13 08:56:40,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
17,Wirebarley Australia Pty Ltd,Payment company,,15000,15000.0,1923.3,0.095804,1.1724,20.0,1.9161,0.1333333333,1.3057109039,195.8566355882,Not specified,14824.1434,1437.06,2021-12-13 08:52:34,Bank Account,Bank Account,0.09694050878177139,2021-12-13 08:51:40,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",GB,GBP,
