,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",1000,1000.0,128.47,0.1732201628,0.1314,100.0,17.322,10.0,10.1313685138,101.3136851377,,998.6863,173.2202,2021-11-05 16:23:06,Bank Account,Bank Account,0.17344801891155764,2021-11-05 16:22:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
1,China Construction Bank,Payment company,"phone, online",1000,1000.0,128.47,0.173028342,0.2314,100.0,17.3028,10.0,10.2313670723,102.3136707234,,997.6863,173.0283,2021-11-05 16:03:07,Bank Account,Bank Account,0.1734296010329079,2021-11-05 16:02:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
2,Chong Hing Bank,Bank,"phone, online",1000,1000.0,128.47,0.173241169,0.1392,110.0,19.0565,11.0,11.1391840914,111.3918409145,,998.6082,173.2412,2021-11-05 16:17:50,Bank Account,Bank Account,0.17348262925274952,2021-11-05 16:16:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
3,CITIC Bank,Payment company,"phone, online",1000,1000.0,128.47,0.1726608768,0.4589,100.0,17.2661,10.0,10.4589358845,104.589358845,,995.4106,172.6609,2021-11-05 16:21:37,Bank Account,Bank Account,0.1734569328810772,2021-11-05 16:20:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
4,DBS Hong Kong,Payment company,"phone, online",1000,1000.0,128.47,0.1726429916,0.4738,100.0,17.2643,10.0,10.4737606898,104.7376068983,,995.2624,172.643,2021-11-05 16:12:38,Bank Account,Bank Account,0.1734647995889003,2021-11-05 16:11:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",1000,1000.0,128.47,0.1730193609,0.2471,100.0,17.3019,10.0,10.2471391993,102.4713919926,,997.5286,173.0194,2021-11-05 16:23:08,Bank Account,Bank Account,0.17344801891155764,2021-11-05 16:22:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
6,Hang Seng Bank,Payment company,"phone, online",1000,1000.0,128.47,0.1728011059,0.3848,65.0,11.2321,6.5,6.8848307442,68.8483074422,,996.1517,172.8011,2021-11-05 16:13:08,Bank Account,Bank Account,0.17346866668808017,2021-11-05 16:12:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
7,HSBC Hong Kong,Payment company,"phone, online",1000,1000.0,128.47,0.1721288901,0.7803,50.0,8.6064,5.0,5.780331233,57.8033123297,,992.1967,172.1289,2021-11-05 16:14:58,Bank Account,Bank Account,0.17348262925274952,2021-11-05 16:14:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
8,InstaReM,Payment company,online,1000,995.5,128.47,0.1732,0.1481,4.5,0.7794,0.4520341537,0.5981248843,5.9745832228,,994.0254,172.4206,2021-11-05 16:21:51,Bank Account,Bank Account,0.1734569328810772,2021-11-05 16:20:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
9,InstaReM,Payment company,online,1000,975.5,128.47,0.1732,0.1481,24.5,4.2434,2.5115325474,2.5981248843,25.944958246,,974.055,168.9566,2021-11-05 16:21:52,Debit Card,Bank Account,0.1734569328810772,2021-11-05 16:21:52,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.47,0.172860847,0.3437,115.0,19.879,11.5,11.8436506417,118.436506417,,996.5635,172.8608,2021-11-05 16:21:09,Bank Account,Bank Account,0.1734569328810772,2021-11-05 16:20:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
11,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.47,0.1733252448,0.0759,60.0,10.3995,6.0,6.0759197439,60.7591974387,,999.2408,173.3252,2021-11-05 16:21:08,Bank Account,Bank Account,0.1734569328810772,2021-11-05 16:20:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
12,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.47,0.171998624,0.8344,170.0,29.2398,17.0,17.8343624522,178.3436245217,,991.6564,171.9986,2021-11-05 16:24:33,Bank Account,Bank Account,0.17344579056232898,2021-11-05 16:23:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
13,Western Union,Payment company,"phone, online",1000,1000.0,128.47,0.172974,0.3949,0.0,0.0,0.0,0.3948719364,3.9487193638,1 Business days,996.0513,172.974,2021-11-05 14:49:29,Mobile Wallet,Bank Account,0.17365973355258932,2021-11-05 14:48:52,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",SG,SGD,
14,Western Union,Payment company,"phone, online",1000,1000.0,128.47,0.172974,0.3949,0.0,0.0,0.0,0.3948719364,3.9487193638,1 Business days,996.0513,172.974,2021-11-05 14:49:29,Bank Account,Bank Account,0.17365973355258932,2021-11-05 14:48:52,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",SG,SGD,
15,Western Union,Payment company,"phone, online",1000,1000.0,128.47,0.1715832,1.1957,15.0,2.5737,1.5,2.6957484387,26.9574843869,1 Business days,988.0425,171.5832,2021-11-05 14:49:29,Credit Card,Bank Account,0.17365973355258932,2021-11-05 14:48:52,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",SG,SGD,
16,Western Union,Payment company,"phone, online",1000,1000.0,128.47,0.1715832,1.1957,15.0,2.5737,1.5,2.6957484387,26.9574843869,1 Business days,988.0425,171.5832,2021-11-05 14:49:29,Debit Card,Bank Account,0.17365973355258932,2021-11-05 14:48:52,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",SG,SGD,
17,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.47,0.1739130435,-0.2584,100.0,17.3913,10.0,9.7415937467,97.4159374673,,1002.5841,173.913,2021-11-05 16:12:08,Bank Account,Bank Account,0.1734647995889003,2021-11-05 16:11:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
18,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.47,0.1713886,1.1924,20.0,3.4278,2.0,3.1924186867,31.9241868672,,988.0758,171.3886,2021-11-05 16:22:32,Bank Account,Bank Account,0.1734569328810772,2021-11-05 16:21:52,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}",SG,SGD,
19,Wirebarley Australia Pty Ltd,Payment company,,1000,1000.0,128.47,0.1713886,1.1924,20.0,3.4278,2.0,3.1924186867,31.9241868672,,988.0758,171.3886,2021-11-05 16:22:32,Bank Account,Bank Account,0.1734569328810772,2021-11-05 16:21:52,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'PayNow', 'location_from': '', 'location_to': ''}",SG,SGD,
20,Wise,Payment company,online,1000,991.54118,128.47,0.173446,0.0176,8.45882,1.4671,0.8530982042,0.8634449819,8.6329641979,,991.367,171.9789,2021-11-05 15:59:55,Bank Account,Bank Account,0.17347646764059668,2021-11-05 15:59:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
21,Wise,Payment company,online,1000,965.2725,128.47,0.173446,0.0176,34.7275,6.0233,3.5976887356,3.4903129819,34.8970306344,,965.103,167.4227,2021-11-05 16:00:05,Debit Card,Bank Account,0.17347646764059668,2021-11-05 15:59:52,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",SG,SGD,
