,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",50000,50000.0,6424.26,0.1726817475,0.2944,100.0,17.2682,0.2,0.4943698877,247.1849438682,,49852.8151,8634.0874,2021-11-01 17:08:06,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.1728757887,0.1823,100.0,17.2876,0.2,0.3823314063,191.1657031621,,49908.8343,8643.7894,2021-11-01 17:07:16,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",50000,50000.0,6424.26,0.1728339584,0.2065,110.0,19.0117,0.22,0.4264840422,213.2420211101,,49896.758,8641.6979,2021-11-01 16:58:21,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.1724108205,0.4582,100.0,17.2411,0.2,0.6581865676,329.0932837956,,49770.9067,8620.541,2021-11-01 17:05:21,Bank Account,Bank Account,0.17320441988950275,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.1724673174,0.4182,100.0,17.2467,0.2,0.6181808182,309.0904090823,,49790.9096,8623.3659,2021-11-01 16:57:39,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",50000,50000.0,6424.26,0.1722000276,0.5725,100.0,17.22,0.2,0.7725127462,386.2563731129,,49713.7436,8610.0014,2021-11-01 17:08:08,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.1725923369,0.346,65.0,11.2185,0.13,0.4759951708,237.997585423,,49827.0024,8629.6168,2021-11-01 16:58:08,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.171906964,0.7417,50.0,8.5953,0.1,0.8417262931,420.8631465749,,49629.1369,8595.3482,2021-11-01 16:58:09,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,50000,49775.0,6424.26,0.173,0.1106,225.0,38.925,0.4520341537,0.5606124114,280.0573277941,,49719.9427,8611.075,2021-11-01 17:07:02,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.1725923369,0.346,115.0,19.8481,0.23,0.5759951708,287.997585423,,49827.0024,8629.6168,2021-11-01 17:06:09,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,OFX,Payment company,,50000,50000.0,6424.26,0.17013375,1.8238,0.0,0.0,0.0,1.8238386469,911.9193234476,,49088.0807,8506.6875,2021-11-01 15:34:10,Bank Account,Bank Account,0.17329435950147756,2021-11-01 15:33:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,Public Bank Hong Kong,Payment company,"phone, online",50000,50000.0,6424.26,0.1730762574,0.0666,60.0,10.3846,0.12,0.1865817474,93.2908736787,,49966.7091,8653.8129,2021-11-01 17:06:07,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Shanghai Commercial Bank,Payment company,"phone, online",50000,50000.0,6424.26,0.1719542602,0.7144,170.0,29.2322,0.34,1.0544176803,527.2088401584,,49642.7912,8597.713,2021-11-01 17:08:19,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Wing Lung bank,Bank,"phone, online",50000,50000.0,6424.26,0.1737015807,-0.2945,100.0,17.3702,0.2,-0.0944769811,-47.2384905435,,50147.2385,8685.079,2021-11-01 16:57:07,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Wise,Payment company,online,50000,49776.92118,6424.26,0.173204,0.0077,223.07882,38.6381,0.4481571273,0.4538176185,226.8917214549,,49773.1083,8621.5619,2021-11-01 17:00:06,Bank Account,Bank Account,0.17321726840549914,2021-11-01 16:59:52,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
15,Xendpay,Payment company,"phone, online",50000,50000.0,6424.26,0.17294,0.1453,0.0,0.0,0.0,0.1452561297,72.6280648392,,49927.3719,8647.0,2021-11-01 17:06:40,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
