,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",1000,1000.0,128.49,0.1726817475,0.2944,100.0,17.2682,10.0,10.2943698877,102.9436988774,,997.0563,172.6817,2021-11-01 17:08:06,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",1000,1000.0,128.49,0.1728757887,0.1823,100.0,17.2876,10.0,10.1823314063,101.8233140632,,998.1767,172.8758,2021-11-01 17:07:16,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",1000,1000.0,128.49,0.1728339584,0.2065,110.0,19.0117,11.0,11.2064840422,112.0648404222,,997.9352,172.834,2021-11-01 16:58:21,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",1000,1000.0,128.49,0.1724108205,0.4582,100.0,17.2411,10.0,10.4581865676,104.5818656759,,995.4181,172.4108,2021-11-01 17:05:21,Bank Account,Bank Account,0.17320441988950275,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.1724673174,0.4182,100.0,17.2467,10.0,10.4181808182,104.1818081816,,995.8182,172.4673,2021-11-01 16:57:39,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",1000,1000.0,128.49,0.1722000276,0.5725,100.0,17.22,10.0,10.5725127462,105.7251274623,,994.2749,172.2,2021-11-01 17:08:08,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",1000,1000.0,128.49,0.1725923369,0.346,65.0,11.2185,6.5,6.8459951708,68.4599517085,,996.54,172.5923,2021-11-01 16:58:08,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",1000,1000.0,128.49,0.171906964,0.7417,50.0,8.5953,5.0,5.7417262931,57.4172629315,,992.5827,171.907,2021-11-01 16:58:09,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,1000,995.5,128.49,0.173,0.1106,4.5,0.7785,0.4520341537,0.5606124114,5.6011465559,,994.3989,172.2215,2021-11-01 17:07:02,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,InstaReM,Payment company,online,1000,975.5,128.49,0.173,0.1106,24.5,4.2385,2.5115325474,2.5606124114,25.5790240736,,974.421,168.7615,2021-11-01 17:07:02,Debit Card,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
