,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",10000,10000.0,1284.85,0.1726817475,0.2944,100.0,17.2682,1.0,1.2943698877,129.4369887737,,9970.563,1726.8175,2021-11-01 17:08:06,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1728757887,0.1823,100.0,17.2876,1.0,1.1823314063,118.2331406324,,9981.7669,1728.7579,2021-11-01 17:07:16,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",10000,10000.0,1284.85,0.1728339584,0.2065,110.0,19.0117,1.1,1.3064840422,130.648404222,,9979.3516,1728.3396,2021-11-01 16:58:21,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1724108205,0.4582,100.0,17.2411,1.0,1.4581865676,145.8186567591,,9954.1813,1724.1082,2021-11-01 17:05:21,Bank Account,Bank Account,0.17320441988950275,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.1724673174,0.4182,100.0,17.2467,1.0,1.4181808182,141.8180818165,,9958.1819,1724.6732,2021-11-01 16:57:39,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",10000,10000.0,1284.85,0.1722000276,0.5725,100.0,17.22,1.0,1.5725127462,157.2512746226,,9942.7487,1722.0003,2021-11-01 17:08:08,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1725923369,0.346,65.0,11.2185,0.65,0.9959951708,99.5995170846,,9965.4005,1725.9234,2021-11-01 16:58:08,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.171906964,0.7417,50.0,8.5953,0.5,1.2417262931,124.172629315,,9925.8274,1719.0696,2021-11-01 16:58:09,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,10000,9955.0,1284.85,0.173,0.1106,45.0,7.785,0.4520341537,0.5606124114,56.0114655588,,9943.9885,1722.215,2021-11-01 17:07:02,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,InstaReM,Payment company,online,10000,9755.0,1284.85,0.173,0.1106,245.0,42.385,2.5115325474,2.5606124114,255.7902407359,,9744.2098,1687.615,2021-11-01 17:07:02,Debit Card,Bank Account,0.17319157137350635,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.1725923369,0.346,115.0,19.8481,1.15,1.4959951708,149.5995170846,,9965.4005,1725.9234,2021-11-01 17:06:09,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
11,OFX,Payment company,,10000,10000.0,1284.85,0.1693335,2.285,60.0,10.16,0.6,2.8849974291,288.4997429101,,9771.5003,1693.335,2021-11-01 15:32:54,Bank Account,Bank Account,0.1732932462209545,2021-11-01 15:32:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
12,Public Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1284.85,0.1730762574,0.0666,60.0,10.3846,0.6,0.6665817474,66.6581747357,,9993.3418,1730.7626,2021-11-01 17:06:07,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
13,Shanghai Commercial Bank,Payment company,"phone, online",10000,10000.0,1284.85,0.1719542602,0.7144,170.0,29.2322,1.7,2.4144176803,241.4417680317,,9928.5582,1719.5426,2021-11-01 17:08:19,Bank Account,Bank Account,0.17319157137350635,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
14,Wing Lung bank,Bank,"phone, online",10000,10000.0,1284.85,0.1737015807,-0.2945,100.0,17.3702,1.0,0.7055230189,70.5523018913,,10029.4477,1737.0158,2021-11-01 16:57:07,Bank Account,Bank Account,0.17319157137350635,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
