,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",100,100.0,12.85,0.0937207123,0.32,100.0,9.3721,100.0,100.3200044201,100.3200044201,,99.68,9.3721,2021-11-01 16:53:07,Bank Account,Bank Account,0.09402158550687395,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",100,100.0,12.85,0.0937294967,0.3009,100.0,9.3729,100.0,100.3009065801,100.3009065801,,99.6991,9.3729,2021-11-01 16:50:33,Bank Account,Bank Account,0.09401238612856391,2021-11-01 16:49:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",100,100.0,12.85,0.0937558597,0.3009,110.0,10.3131,110.0,110.3008787538,110.3008787538,,99.6991,9.3756,2021-11-01 16:58:21,Bank Account,Bank Account,0.09403880251830914,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",100,100.0,12.85,0.0935970274,0.437,100.0,9.3597,100.0,100.4369957302,100.4369957302,,99.563,9.3597,2021-11-01 16:51:01,Bank Account,Bank Account,0.0940078375947578,2021-11-01 16:50:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",100,100.0,12.85,0.0934762897,0.5872,100.0,9.3476,100.0,100.5871688865,100.5871688865,,99.4128,9.3476,2021-11-01 16:57:39,Bank Account,Bank Account,0.09402839522035204,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",100,100.0,12.85,0.0933314667,0.734,100.0,9.3331,100.0,100.7340003885,100.7340003885,,99.266,9.3331,2021-11-01 16:53:09,Bank Account,Bank Account,0.09402158550687395,2021-11-01 16:52:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",100,100.0,12.85,0.0934404784,0.6363,65.0,6.0736,65.0,65.6362523629,65.6362523629,,99.3637,9.344,2021-11-01 16:58:08,Bank Account,Bank Account,0.09403880251830914,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",100,100.0,12.85,0.0932835821,0.8031,50.0,4.6642,50.0,50.8030944765,50.8030944765,,99.1969,9.3284,2021-11-01 16:58:09,Bank Account,Bank Account,0.09403880251830914,2021-11-01 16:57:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,100,98.0,12.85,0.0939,0.1365,2.0,0.1878,2.0408163265,2.1365494115,2.1338184233,,97.8662,9.2022,2021-11-01 16:52:16,Debit Card,Bank Account,0.09402839522035204,2021-11-01 16:51:51,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,InstaReM,Payment company,online,100,86.0,12.85,0.0939,0.1365,14.0,1.3146,16.2790697674,14.1365494115,14.1174324939,,85.8826,8.0754,2021-11-01 16:52:15,Bank Account,Bank Account,0.09402839522035204,2021-11-01 16:51:51,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
