,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",1000,1000.0,128.37,0.8176614881,0.3041,100.0,81.7661,10.0,10.3041320372,103.0413203717,,996.9587,817.6615,2021-11-10 17:53:07,Bank Account,Bank Account,0.8201558448227169,2021-11-10 17:52:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
1,Chong Hing Bank,Bank,"phone, online",1000,1000.0,128.37,0.8146639511,0.6645,110.0,89.613,11.0,11.6645153351,116.6451533506,,993.3548,814.664,2021-11-10 17:59:05,Bank Account,Bank Account,0.8201137326384432,2021-11-10 17:58:14,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
2,CITIC Bank,Payment company,"phone, online",1000,1000.0,128.37,0.815261699,0.5955,100.0,81.5262,10.0,10.5954575693,105.9545756933,,994.0454,815.2617,2021-11-10 17:51:40,Bank Account,Bank Account,0.8201453163711986,2021-11-10 17:51:12,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
3,DBS Hong Kong,Payment company,"phone, online",1000,1000.0,128.37,0.815394651,0.5792,100.0,81.5395,10.0,10.5792467829,105.7924678289,,994.2075,815.3947,2021-11-10 17:45:28,Bank Account,Bank Account,0.8201453163711986,2021-11-10 17:45:14,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
4,Fubon Bank (Hong Kong),Payment company,"phone, online",1000,1000.0,128.37,0.8159934721,0.5075,100.0,81.5993,10.0,10.5075099808,105.0750998079,,994.9249,815.9935,2021-11-10 17:53:07,Bank Account,Bank Account,0.8201558448227169,2021-11-10 17:52:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
5,Hang Seng Bank,Payment company,"phone, online",1000,1000.0,128.37,0.8151287903,0.6091,65.0,52.9834,6.5,7.1091113472,71.0911134716,,993.9089,815.1288,2021-11-10 17:58:07,Bank Account,Bank Account,0.8201242602790721,2021-11-10 17:57:13,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
6,HSBC Hong Kong,Payment company,"phone, online",1000,1000.0,128.37,0.815926893,0.5118,50.0,40.7963,5.0,5.5117965084,55.117965084,,994.882,815.9269,2021-11-10 17:58:07,Bank Account,Bank Account,0.8201242602790721,2021-11-10 17:57:13,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
7,InstaReM,Payment company,online,1000,972.5,128.37,0.8192,0.1153,27.5,22.528,2.8277634961,2.8652620581,28.6209235152,,971.3791,796.672,2021-11-10 17:52:07,Debit Card,Bank Account,0.8201453163711986,2021-11-10 17:51:12,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
8,InstaReM,Payment company,online,1000,992.5,128.37,0.8192,0.1153,7.5,6.144,0.7556675063,0.8652620581,8.6439759268,,991.356,813.056,2021-11-10 17:52:07,Bank Account,Bank Account,0.8201453163711986,2021-11-10 17:51:12,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
9,MoneyGram,Payment company,online,1000,1000.0,128.37,0.810693,1.2455,8.0,6.4855,0.8,2.0455269198,20.4552691983,,987.5447,810.693,2021-11-10 07:47:23,Credit Card,Bank Account,0.8209177515856508,2021-11-10 07:47:14,Not specified,"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'UnionPay Cards', 'location_from': '', 'location_to': ''}",CN,CNY,
10,MoneyGram,Payment company,online,1000,1000.0,128.37,0.7944278457,3.1494,92.0,73.0874,9.2,12.3493992699,123.4939926992,,968.506,794.4278,2021-11-10 16:09:21,Cash,Bank Account,0.8202611442070665,2021-11-10 16:09:14,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Other Banks', 'location_from': '', 'location_to': ''}",CN,CNY,
11,MoneyGram,Payment company,online,1000,1000.0,128.37,0.810693,1.2455,8.0,6.4855,0.8,2.0455269198,20.4552691983,,987.5447,810.693,2021-11-10 07:47:23,Debit Card,Bank Account,0.8209177515856508,2021-11-10 07:47:14,Not specified,"{'pay_in_method': 'debitCard', 'pay_out_method': 'UnionPay Cards', 'location_from': '', 'location_to': ''}",CN,CNY,
12,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.37,0.8176614881,0.3029,115.0,94.0311,11.5,11.8028522114,118.028522114,,996.9715,817.6615,2021-11-10 17:51:08,Bank Account,Bank Account,0.8201453163711986,2021-11-10 17:50:13,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
13,Public Bank Hong Kong,Payment company,"phone, online",1000,1000.0,128.37,0.8165698351,0.436,60.0,48.9942,6.0,6.435957044,64.3595704397,,995.6404,816.5698,2021-11-10 17:51:07,Bank Account,Bank Account,0.8201453163711986,2021-11-10 17:50:13,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
14,Shanghai Commercial Bank,Payment company,"phone, online",1000,1000.0,128.37,0.8143322476,0.7075,170.0,138.4365,17.0,17.7075106088,177.0751060881,,992.9249,814.3322,2021-11-10 17:55:37,Bank Account,Bank Account,0.8201347881899871,2021-11-10 17:55:12,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
15,Western Union,Payment company,"phone, online",1000,1000.0,128.37,0.8109268,1.1253,0.0,0.0,0.0,1.1252794065,11.2527940647,1 Business days,988.7472,810.9268,2021-11-10 17:24:51,Debit Card,Bank Account,0.8201558448227169,2021-11-10 17:24:14,Not specified,"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",CN,CNY,
16,Western Union,Payment company,"phone, online",1000,1000.0,128.37,0.8117476,1.0252,0.0,0.0,0.0,1.0252008659,10.2520086588,1 Business days,989.748,811.7476,2021-11-10 17:24:51,Bank Account,Bank Account,0.8201558448227169,2021-11-10 17:24:14,Not specified,"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",CN,CNY,
17,Western Union,Payment company,"phone, online",1000,1000.0,128.37,0.8117476,1.0252,0.0,0.0,0.0,1.0252008659,10.2520086588,1 Business days,989.748,811.7476,2021-11-10 17:24:51,Mobile Wallet,Bank Account,0.8201558448227169,2021-11-10 17:24:14,Not specified,"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",CN,CNY,
18,Western Union,Payment company,"phone, online",1000,1000.0,128.37,0.8109268,1.1253,0.0,0.0,0.0,1.1252794065,11.2527940647,1 Business days,988.7472,810.9268,2021-11-10 17:24:51,Credit Card,Bank Account,0.8201558448227169,2021-11-10 17:24:14,Not specified,"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}",CN,CNY,
19,Wing Lung bank,Bank,"phone, online",1000,1000.0,128.37,0.823723229,-0.4375,100.0,82.3723,10.0,9.5624571891,95.6245718914,,1004.3754,823.7232,2021-11-10 17:57:06,Bank Account,Bank Account,0.8201347881899871,2021-11-10 17:56:13,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
20,Wise,Payment company,online,1000,956.40369,128.37,0.820124,-0.0013,43.59631,35.7544,4.5583586153,4.3583790564,43.584336365,,956.4157,784.3696,2021-11-10 17:58:35,Credit Card,Bank Account,0.8201137326384432,2021-11-10 17:58:14,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
21,Wise,Payment company,online,1000,982.51309,128.37,0.820124,-0.0013,17.48691,14.3414,1.7798144552,1.7474390564,17.47460949,,982.5254,805.7826,2021-11-10 17:58:34,Bank Account,Bank Account,0.8201137326384432,2021-11-10 17:58:14,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
22,Wise,Payment company,online,1000,956.40369,128.37,0.820124,-0.0013,43.59631,35.7544,4.5583586153,4.3583790564,43.584336365,,956.4157,784.3696,2021-11-10 17:58:35,Debit Card,Bank Account,0.8201137326384432,2021-11-10 17:58:14,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
23,Xendpay,Payment company,"phone, online",1000,1000.0,128.37,0.8099,1.2492,0.0,0.0,0.0,1.2492074473,12.4920744735,,987.5079,809.9,2021-11-10 17:46:20,Bank Account,Bank Account,0.8201453163711986,2021-11-10 17:46:14,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",CN,CNY,
24,Xpress Money,Payment company,,1000,1000.0,128.37,0.78312025,4.5157,70.0,54.8184,7.0,11.5156777284,115.1567772839,,954.8432,783.1203,2021-11-10 17:27:10,Cash,Bank Account,0.8201558448227169,2021-11-10 17:26:15,Not specified,"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': ''}",CN,CNY,
