,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",30000,30000.0,3849.68,0.1756234633,0.2008,100.0,17.5623,0.3333333333,0.5341459519,160.2437855788,Not specified,29939.7562,5268.7039,2021-12-03 08:53:06,Bank Account,Bank Account,0.17597684700929844,2021-12-03 08:52:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
1,China Construction Bank,Payment company,"phone, online",30000,30000.0,3849.68,0.1755371437,0.2298,100.0,17.5537,0.3333333333,0.5631190786,168.9357235921,Not specified,29931.0643,5266.1143,2021-12-03 09:01:20,Bank Account,Bank Account,0.17594143199040121,2021-12-03 09:00:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
2,Chong Hing Bank,Bank,"phone, online",30000,30000.0,3849.68,0.1753309371,0.3733,110.0,19.2864,0.3666666667,0.7399294001,221.9788200075,Not specified,29888.0212,5259.9281,2021-12-03 09:02:43,Bank Account,Bank Account,0.17598783414396263,2021-12-03 09:01:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
3,CITIC Bank,Payment company,"phone, online",30000,30000.0,3849.68,0.1752817654,0.3818,100.0,17.5282,0.3333333333,0.7150976832,214.5293049679,Not specified,29885.4707,5258.453,2021-12-03 09:05:18,Bank Account,Bank Account,0.17595349314716904,2021-12-03 09:04:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
4,DBS Hong Kong,Payment company,"phone, online",30000,30000.0,3849.68,0.1751778888,0.434,100.0,17.5178,0.3333333333,0.7673091258,230.1927377483,Not specified,29869.8073,5255.3367,2021-12-03 09:01:28,Bank Account,Bank Account,0.17594143199040121,2021-12-03 09:00:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",30000,30000.0,3849.68,0.1750822887,0.5083,100.0,17.5082,0.3333333333,0.8416719863,252.5015958901,Not specified,29847.4984,5252.4687,2021-12-03 08:53:07,Bank Account,Bank Account,0.17597684700929844,2021-12-03 08:52:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
6,Hang Seng Bank,Payment company,"phone, online",30000,30000.0,3849.68,0.175346309,0.3327,65.0,11.3975,0.2166666667,0.5493309186,164.7992755793,Not specified,29900.2007,5260.3893,2021-12-03 08:58:08,Bank Account,Bank Account,0.17593157040278748,2021-12-03 08:57:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
7,HSBC Hong Kong,Payment company,"phone, online",30000,30000.0,3849.68,0.174638934,0.7347,50.0,8.7319,0.1666666667,0.9014048356,270.4214506608,Not specified,29779.5785,5239.168,2021-12-03 08:58:29,Bank Account,Bank Account,0.17593157040278748,2021-12-03 08:57:55,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
8,InstaReM,Payment company,online,30000,29865.0,3849.68,0.1757,0.17,135.0,23.7195,0.4520341537,0.6219936826,185.7584133153,Not specified,29814.2416,5247.2805,2021-12-03 08:51:42,Bank Account,Bank Account,0.1759991272876614,2021-12-03 08:50:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
9,InstaReM,Payment company,online,30000,29265.0,3849.68,0.1757,0.17,735.0,129.1395,2.5115325474,2.6814920763,784.7386561418,Not specified,29215.2613,5141.8605,2021-12-03 08:51:42,Debit Card,Bank Account,0.1759991272876614,2021-12-03 08:50:52,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",SG,SGD,
