,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
0,Bank of East Asia HK,Payment company,"phone, online",10000,10000.0,1283.23,14.530659692,0.1915,100.0,1453.066,1.0,1.1914624333,119.1462433303,Not specified,9980.8538,145306.5969,2021-12-03 08:53:06,Bank Account,Bank Account,14.558533815045594,2021-12-03 08:52:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
1,China Construction Bank,Payment company,"phone, online",10000,10000.0,1283.23,14.5336162544,0.1055,100.0,1453.3616,1.0,1.1055041192,110.5504119231,Not specified,9989.4496,145336.1625,2021-12-03 09:01:20,Bank Account,Bank Account,14.548966012845437,2021-12-03 09:00:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
2,Chong Hing Bank,Bank,"phone, online",10000,10000.0,1283.23,14.5116819039,0.2607,110.0,1596.285,1.1,1.3607462844,136.0746284441,Not specified,9973.9254,145116.819,2021-12-03 09:02:43,Bank Account,Bank Account,14.549619496169296,2021-12-03 09:01:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
3,CITIC Bank,Payment company,"phone, online",10000,10000.0,1283.23,14.4969556393,0.3255,100.0,1449.6956,1.0,1.3255153979,132.5515397888,Not specified,9967.4485,144969.5564,2021-12-03 09:05:18,Bank Account,Bank Account,14.544299573943842,2021-12-03 09:04:55,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
4,DBS Hong Kong,Payment company,"phone, online",10000,10000.0,1283.23,14.465499783,0.5737,100.0,1446.55,1.0,1.5736918332,157.3691833181,Not specified,9942.6308,144654.9978,2021-12-03 09:01:28,Bank Account,Bank Account,14.548966012845437,2021-12-03 09:00:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
5,Fubon Bank (Hong Kong),Payment company,"phone, online",10000,10000.0,1283.23,14.4776465138,0.5556,100.0,1447.7647,1.0,1.5556006002,155.5600600242,Not specified,9944.4399,144776.4651,2021-12-03 08:53:07,Bank Account,Bank Account,14.558533815045594,2021-12-03 08:52:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
6,Hang Seng Bank,Payment company,"phone, online",10000,10000.0,1283.23,14.4696860078,0.5188,65.0,940.5296,0.65,1.1687542343,116.8754234276,Not specified,9948.1246,144696.8601,2021-12-03 08:58:08,Bank Account,Bank Account,14.54513953503295,2021-12-03 08:57:56,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
7,HSBC Hong Kong,Payment company,"phone, online",10000,10000.0,1283.23,14.438348253,0.7342,50.0,721.9174,0.5,1.2342059649,123.4205964926,Not specified,9926.5794,144383.4825,2021-12-03 08:58:29,Bank Account,Bank Account,14.54513953503295,2021-12-03 08:57:56,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
8,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1283.23,14.5264381174,0.2405,115.0,1670.5404,1.15,1.3905248343,139.0524834345,Not specified,9975.9475,145264.3812,2021-12-03 08:51:09,Bank Account,Bank Account,14.561462049847274,2021-12-03 08:50:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
9,OFX,Payment company,,10000,10000.0,1283.23,14.1765,2.4327,60.0,850.59,0.6,3.0326918813,303.2691881267,Not specified,9756.7308,141765.0,2021-12-03 06:11:38,Bank Account,Bank Account,14.5299693855939,2021-12-03 06:10:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
10,Public Bank Hong Kong,Payment company,"phone, online",10000,10000.0,1283.23,14.5321378228,0.0868,60.0,871.9283,0.6,0.6868242503,68.6824250326,Not specified,9991.3176,145321.3782,2021-12-03 09:06:08,Bank Account,Bank Account,14.544766207016034,2021-12-03 09:05:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
11,Shanghai Commercial Bank,Payment company,"phone, online",10000,10000.0,1283.23,14.5137880987,0.3074,170.0,2467.344,1.7,2.0073504305,200.7350430478,Not specified,9969.265,145137.881,2021-12-03 08:53:10,Bank Account,Bank Account,14.558533815045594,2021-12-03 08:52:56,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
12,Wing Lung bank,Bank,"phone, online",10000,10000.0,1283.23,14.5772594752,-0.1785,100.0,1457.7259,1.0,0.8215192132,82.1519213234,Not specified,10017.8481,145772.5948,2021-12-03 08:57:08,Bank Account,Bank Account,14.551288221516346,2021-12-03 08:56:55,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
13,Wirebarley Australia Pty Ltd,Payment company,,10000,10000.0,1283.23,14.3971208,1.1162,20.0,287.9424,0.2,1.3161655486,131.6165548592,Not specified,9888.3834,143971.208,2021-12-03 08:52:13,Bank Account,Bank Account,14.559630378284723,2021-12-03 08:51:55,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
14,Wise,Payment company,online,10000,9936.37252,1283.23,14.5453,0.0077,63.62748,925.4808,0.6403491805,0.6480686785,64.3945180772,Not specified,9935.6055,144527.5192,2021-12-03 08:59:06,Bank Account,Bank Account,14.546422910824633,2021-12-03 08:58:56,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
15,Wise,Payment company,online,10000,9673.87494,1283.23,14.5453,0.0077,326.12506,4743.5868,3.3711936739,3.3789131719,326.8718345818,Not specified,9673.1282,140709.4132,2021-12-03 08:59:06,Debit Card,Bank Account,14.546422910824633,2021-12-03 08:58:56,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
16,Wise,Payment company,online,10000,9673.87494,1283.23,14.5453,0.0077,326.12506,4743.5868,3.3711936739,3.3789131719,326.8718345818,Not specified,9673.1282,140709.4132,2021-12-03 08:59:07,Credit Card,Bank Account,14.546422910824633,2021-12-03 08:58:56,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
17,Xendpay,Payment company,"phone, online",10000,10000.0,1283.23,14.48419,0.502,0.0,0.0,0.0,0.5020499224,50.2049922409,Not specified,9949.795,144841.9,2021-12-03 08:46:16,Bank Account,Bank Account,14.557274786771833,2021-12-03 08:45:54,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",JP,JPY,
