,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",5000,5000.0,642.43,0.1107419712,0.0622,100.0,11.0742,2.0,2.062176786,103.1088393017,,4996.8912,553.7099,2021-11-01 17:08:06,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",5000,5000.0,642.43,0.1106635386,0.133,100.0,11.0664,2.0,2.1329574142,106.6478707112,,4993.3521,553.3177,2021-11-01 17:07:16,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",5000,5000.0,642.43,0.1106586402,0.1675,110.0,12.1725,2.2,2.367474376,118.373718798,,4991.6263,553.2932,2021-11-01 16:58:21,Bank Account,Bank Account,0.1108442759861236,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",5000,5000.0,642.43,0.1104106171,0.374,100.0,11.0411,2.0,2.3740258243,118.7012912144,,4981.2987,552.0531,2021-11-01 17:05:21,Bank Account,Bank Account,0.11082513169728896,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,0.1101418627,0.6337,100.0,11.0142,2.0,2.633693766,131.6846883022,,4968.3153,550.7093,2021-11-01 16:57:39,Bank Account,Bank Account,0.1108442759861236,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",5000,5000.0,642.43,0.1105131124,0.2687,100.0,11.0513,2.0,2.2687078119,113.4353905969,,4986.5646,552.5656,2021-11-01 17:08:08,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",5000,5000.0,642.43,0.1102292769,0.5506,65.0,7.1649,1.3,1.8505663757,92.5283187827,,4972.4717,551.1464,2021-11-01 17:13:09,Bank Account,Bank Account,0.11083952203520493,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",5000,5000.0,642.43,0.1100110011,0.7475,50.0,5.5006,1.0,1.7474959472,87.3747973594,,4962.6252,550.055,2021-11-01 17:13:09,Bank Account,Bank Account,0.11083952203520493,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,5000,4880.0,642.43,0.1107,0.1001,120.0,13.284,2.4590163934,2.500053221,124.8825971864,,4875.1174,540.216,2021-11-01 17:07:00,Debit Card,Bank Account,0.11081086984453295,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,InstaReM,Payment company,online,5000,4980.0,642.43,0.1107,0.1001,20.0,2.214,0.4016064257,0.500053221,24.9826504074,,4975.0173,551.286,2021-11-01 17:07:00,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,MoneyGram,Payment company,online,5000,5000.0,642.43,0.110062,0.9344,8.0,0.8805,0.16,1.0943598854,54.7179942702,,4953.282,550.31,2021-11-01 10:00:15,Debit Card,Bank Account,0.11110007452905349,2021-11-01 09:59:52,Not specified,"{'pay_in_method': 'debitCard', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",
11,MoneyGram,Payment company,online,5000,5000.0,642.43,0.1077550046,2.8009,313.0,33.7273,6.26,9.0609052688,453.0452634377,,4859.9547,538.775,2021-11-01 16:14:28,Cash,Bank Account,0.11086009071168845,2021-11-01 16:13:52,Not specified,"{'pay_in_method': 'cash', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",
12,MoneyGram,Payment company,online,5000,5000.0,642.43,0.110062,0.9344,8.0,0.8805,0.16,1.0943598854,54.7179942702,,4953.282,550.31,2021-11-01 10:00:15,Credit Card,Bank Account,0.11110007452905349,2021-11-01 09:59:52,Not specified,"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}",
