,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,status
0,Bank of East Asia HK,Payment company,"phone, online",100000,100000.0,12848.52,0.1107419712,0.0622,100.0,11.0742,0.1,0.162176786,162.1767860338,,99937.8232,11074.1971,2021-11-01 17:08:06,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
1,China Construction Bank,Payment company,"phone, online",100000,100000.0,12848.52,0.1106635386,0.133,100.0,11.0664,0.1,0.2329574142,232.9574142231,,99867.0426,11066.3539,2021-11-01 17:07:16,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
2,Chong Hing Bank,Bank,"phone, online",100000,100000.0,12848.52,0.1106586402,0.1675,110.0,12.1725,0.11,0.277474376,277.4743759596,,99832.5256,11065.864,2021-11-01 16:58:21,Bank Account,Bank Account,0.1108442759861236,2021-11-01 16:57:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
3,CITIC Bank,Payment company,"phone, online",100000,100000.0,12848.52,0.1104106171,0.374,100.0,11.0411,0.1,0.4740258243,474.0258242889,,99625.9742,11041.0617,2021-11-01 17:05:21,Bank Account,Bank Account,0.11082513169728896,2021-11-01 17:04:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
4,DBS Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,0.1101418627,0.6337,100.0,11.0142,0.1,0.733693766,733.6937660446,,99366.3062,11014.1863,2021-11-01 16:57:39,Bank Account,Bank Account,0.1108442759861236,2021-11-01 16:56:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
5,Fubon Bank (Hong Kong),Payment company,"phone, online",100000,100000.0,12848.52,0.1105131124,0.2687,100.0,11.0513,0.1,0.3687078119,368.7078119382,,99731.2922,11051.3112,2021-11-01 17:08:08,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:07:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
6,Hang Seng Bank,Payment company,"phone, online",100000,100000.0,12848.52,0.1102292769,0.5506,65.0,7.1649,0.065,0.6155663757,615.5663756539,,99449.4336,11022.9277,2021-11-01 17:13:09,Bank Account,Bank Account,0.11083952203520493,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
7,HSBC Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,0.1100110011,0.7475,50.0,5.5006,0.05,0.7974959472,797.4959471873,,99252.5041,11001.1001,2021-11-01 17:13:09,Bank Account,Bank Account,0.11083952203520493,2021-11-01 17:12:52,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
8,InstaReM,Payment company,online,100000,99600.0,12848.52,0.1107,0.1001,400.0,44.28,0.4016064257,0.500053221,499.6530081478,,99500.347,11025.72,2021-11-01 17:06:59,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:06:52,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
9,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",100000,100000.0,12848.52,0.1105216622,0.261,115.0,12.71,0.115,0.3759920842,375.9920842049,,99739.0079,11052.1662,2021-11-01 17:06:09,Bank Account,Bank Account,0.11081086984453295,2021-11-01 17:05:52,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
10,OFX,Payment company,,100000,100000.0,12848.52,0.10907325,1.6063,0.0,0.0,0.0,1.6063144142,1606.3144141701,,98393.6856,10907.325,2021-11-01 15:41:06,Bank Account,Bank Account,0.1108539123731209,2021-11-01 15:40:52,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}",
