rnamer"provider_type"r"transfer_methods"rsend_amountr"conversion_amount"rsend_amount_usdr"fx_rate"r"fx_margin"r"fee_from_currency"r"fee_to_currency"r"fee_margin"r"total_margin"rtotal_costr"transfer_speed"r"received_amount_from_currency"r"received_amount_to_currency"rcollected_timestamprpay_in_methodrpay_out_methodr"mid-market_rate"r"mid-market_rate_timestamp"r"customer_price_type"r"source_data"r"to_country"r"to_currency"rstatus
0rBank of East Asia HKrPayment companyrphone, onliner50000r50000.0r6421.78r0.1106684374r0.2119r100.0r11.0668r0.2r0.4118876163r205.9438081477rr49894.0562r5533.4219r2021-11-03 15:38:07rBank AccountrBank Accountr0.11090342799162589r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
1r"China Construction Bank"rPayment companyrphone, onliner50000r50000.0r6421.78r0.1107591432r0.1563r100.0r11.0759r0.2r0.3563071556r178.1535778075rr49921.8464r5537.9572r2021-11-03 15:22:34rBank AccountrBank Accountr0.11093253866310435r2021-11-03 15:21:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
2rChong Hing BankrBankrphone, onliner50000r50000.0r6421.78r0.1104228089r0.4287r110.0r12.1465r0.22r0.6486703929r324.335196439rr49785.6648r5521.1404r2021-11-03 15:29:00rBank AccountrBank Accountr0.11089819667077683r2021-11-03 15:28:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
3rCITIC BankrPayment companyrphone, onliner50000r50000.0r6421.78r0.1105534305r0.3868r100.0r11.0553r0.2r0.5868047324r293.4023662208rr49806.5976r5527.6715r2021-11-03 15:05:21rBank AccountrBank Accountr0.11098271687400853r2021-11-03 15:04:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
4rDBS Hong KongrPayment companyrphone, onliner50000r50000.0r6421.78r0.1102329222r0.6128r100.0r11.0233r0.2r0.8127889415r406.394470766rr49693.6055r5511.6461r2021-11-03 15:28:41rBank AccountrBank Accountr0.11091258220304151r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
5rFubon Bank (Hong Kong)rPayment companyrphone, onliner50000r50000.0r6421.78r0.1107149975r0.1699r100.0r11.0715r0.2r0.369905062r184.9525309917rr49915.0475r5535.7499r2021-11-03 15:38:08rBank AccountrBank Accountr0.11090342799162589r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
6rHang Seng BankrPayment companyrphone, onliner50000r50000.0r6421.78r0.1103022281r0.5503r65.0r7.1696r0.13r0.6803019458r340.1509729151rr49724.849r5515.1114r2021-11-03 15:28:07rBank AccountrBank Accountr0.11091258220304151r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
7rHSBC Hong KongrPayment companyrphone, onliner50000r50000.0r6421.78r0.1100909351r0.7408r50.0r5.5045r0.1r0.8408060243r420.4030121373rr49629.597r5504.5468r2021-11-03 15:28:11rBank AccountrBank Accountr0.11091258220304151r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
8rInstaReMrPayment companyronliner50000r49800.0r6421.78r0.1108r0.089r200.0r22.16r0.4016064257r0.4889783495r244.3112180727rr49755.6888r5517.84r2021-11-03 15:36:43rBank AccountrBank Accountr0.11089867581140267r2021-11-03 15:35:52rNot specifiedr"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
9r"MoneyGram"rPayment companyronliner50000r50000.0r6421.78r0.109856r0.8488r8.0r0.8788r0.016r0.8648117854r432.4058927093rr49575.5941r5492.8r2021-11-03 09:39:55r"Debit Card"rBank Accountr0.11079645335389361r2021-11-03 09:39:52rNot specifiedr"{'pay_in_method': 'debitCard', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}"rDErEURr
10r"MoneyGram"rPayment companyronliner50000r50000.0r6421.78r0.109856r0.8488r8.0r0.8788r0.016r0.8648117854r432.4058927093rr49575.5941r5492.8r2021-11-03 09:39:55r"Credit Card"rBank Accountr0.11079645335389361r2021-11-03 09:39:52rNot specifiedr"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'All Banks', 'location_from': '', 'location_to': ''}"rDErEURr
11rOCBC Wing Hang Bank Hong KongrPayment companyrphone, onliner50000r50000.0r6421.78r0.1106806862r0.227r115.0r12.7283r0.23r0.4570320736r228.5160368116rr49886.484r5534.0343r2021-11-03 15:21:09rBank AccountrBank Accountr0.11093253866310435r2021-11-03 15:20:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
12rOFXrPayment companyrr50000r50000.0r6421.78r0.10888825r1.8197r0.0r0.0r0.0r1.8197431895r909.8715947335rr49090.1284r5444.4125r2021-11-03 12:45:13rBank AccountrBank Accountr0.11090646280354619r2021-11-03 12:44:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
13rPublic Bank Hong KongrPayment companyrphone, onliner50000r50000.0r6421.78r0.1106806862r0.227r60.0r6.6408r0.12r0.3470320736r173.5160368116rr49886.484r5534.0343r2021-11-03 15:21:09rBank AccountrBank Accountr0.11093253866310435r2021-11-03 15:20:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
14r"Shanghai Commercial Bank"rPayment companyrphone, onliner50000r50000.0r6421.78r0.1104972376r0.3663r170.0r18.7845r0.34r0.7062559669r353.1279834722rr49816.872r5524.8619r2021-11-03 15:38:12rBank AccountrBank Accountr0.11090342799162589r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
15r"Skrill"rPayment companyrr50000r50000.0r6421.78r0.1078r2.8439r0.0r0.0r0.0r2.8439120851r1421.9560425311rup to 1 daysr48578.044r5390.0r2021-11-03 14:38:00r"Debit Card"rBank Accountr0.11095547619659327r2021-11-03 14:37:52rNot specifiedr"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}"rDErEURr
16r"Skrill"rPayment companyrr50000r50000.0r6421.78r0.1078r2.8439r994.9950950951r107.2605r1.9899901902r4.8339022753r2416.9511376262rup to 1 daysr48578.044r5390.0r2021-11-03 14:38:07r"Credit Card"rBank Accountr0.11095547619659327r2021-11-03 14:37:52rNot specifiedr"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': ''}"rDErEURr
17rWing Lung bankrBankrphone, onliner50000r50000.0r6421.78r0.111135808r-0.1877r100.0r11.1136r0.2r0.0122591981r6.1295990571rr50093.8704r5556.7904r2021-11-03 15:27:08rBank AccountrBank Accountr0.1109275516822832r2021-11-03 15:26:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
18rWiserPayment companyronliner50000r49784.76776r6421.78r0.110946r0.0091r215.23224r23.8792r0.4323254877r0.4395506383r219.7557628145rr49780.2442r5523.4208r2021-11-03 14:59:09rBank AccountrBank Accountr0.11095608164523629r2021-11-03 14:58:52rNot specifiedr"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
19rXendpayrPayment companyrphone, onliner50000r50000.0r6421.78r0.11037r0.5033r0.0r0.0r0.0r0.5032658586r251.6329293032rr49748.3671r5518.5r2021-11-03 15:26:44rBank AccountrBank Accountr0.11092826408066277r2021-11-03 15:25:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rDErEURr
20r"Xpress Money"rPayment companyrr50000r50000.0r6421.78r0.10822467r2.4235r650.0r70.346r1.3r3.7234511087r1861.7255543293rr48788.2744r5411.2335r2021-11-03 15:28:06rCashrBank Accountr0.11091258220304151r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'Cash', 'pay_out_method': 'AC', 'location_from': '', 'location_to': ''}"rDErEURr
