rnamer"provider_type"r"transfer_methods"rsend_amountr"conversion_amount"rsend_amount_usdr"fx_rate"r"fx_margin"r"fee_from_currency"r"fee_to_currency"r"fee_margin"r"total_margin"rtotal_costr"transfer_speed"r"received_amount_from_currency"r"received_amount_to_currency"rcollected_timestamprpay_in_methodrpay_out_methodr"mid-market_rate"r"mid-market_rate_timestamp"r"customer_price_type"r"source_data"r"to_country"r"to_currency"rstatus
0rBank of East Asia HKrPayment companyrphone, onliner10000r10000.0r1284.36r14.5815106445r0.434r100.0r1458.1511r1.0r1.4339541969r143.3954196857rr9956.6046r145815.1064r2021-11-03 15:38:07rBank AccountrBank Accountr14.645063512246498r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
1r"China Construction Bank"rPayment companyrphone, onliner10000r10000.0r1284.36r14.6337894198r0.0772r100.0r1463.3789r1.0r1.0772026568r107.7202656848rr9992.2797r146337.8942r2021-11-03 15:22:34rBank AccountrBank Accountr14.645095822843345r2021-11-03 15:21:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
2rChong Hing BankrBankrphone, onliner10000r10000.0r1284.36r14.585764294r0.3651r110.0r1604.4341r1.1r1.4650568215r146.5056821454rr9963.4943r145857.6429r2021-11-03 15:29:00rBank AccountrBank Accountr14.639205713111386r2021-11-03 15:28:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
3rCITIC BankrPayment companyrphone, onliner10000r10000.0r1284.36r14.598540146r0.4159r100.0r1459.854r1.0r1.415890503r141.5890502954rr9958.4109r145985.4015r2021-11-03 15:05:21rBank AccountrBank Accountr14.659507646065215r2021-11-03 15:04:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
4rDBS Hong KongrPayment companyrphone, onliner10000r10000.0r1284.36r14.5687645688r0.4812r100.0r1456.8765r1.0r1.4811814639r148.1181463853rr9951.8819r145687.6457r2021-11-03 15:28:41rBank AccountrBank Accountr14.639205713111386r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
5rFubon Bank (Hong Kong)rPayment companyrphone, onliner10000r10000.0r1284.36r14.6015243991r0.2973r100.0r1460.1524r1.0r1.2972954884r129.7295488427rr9970.2705r146015.244r2021-11-03 15:38:08rBank AccountrBank Accountr14.645063512246498r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
6rHang Seng BankrPayment companyrphone, onliner10000r10000.0r1284.36r14.5581598486r0.5536r65.0r946.2804r0.65r1.2036220073r120.3622007263rr9944.6378r145581.5985r2021-11-03 15:28:07rBank AccountrBank Accountr14.639205713111386r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
7rHSBC Hong KongrPayment companyrphone, onliner10000r10000.0r1284.36r14.5369966565r0.6982r50.0r726.8498r0.5r1.1981871737r119.8187173701rr9930.1813r145369.9666r2021-11-03 15:28:11rBank AccountrBank Accountr14.639205713111386r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
8rOCBC Wing Hang Bank Hong KongrPayment companyrphone, onliner10000r10000.0r1284.36r14.6198830409r0.1897r115.0r1681.2865r1.15r1.3396668126r133.9666812564rr9981.0333r146198.8304r2021-11-03 15:21:09rBank AccountrBank Accountr14.64766479987669r2021-11-03 15:20:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
9rOFXrPayment companyrr10000r10000.0r1284.36r14.271r2.4304r60.0r856.26r0.6r3.0304134932r303.0413493214rr9756.9587r142710.0r2021-11-03 11:18:23rBank AccountrBank Accountr14.626484041733052r2021-11-03 11:17:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rJPrJPYr
