rnamer"provider_type"r"transfer_methods"rsend_amountr"conversion_amount"rsend_amount_usdr"fx_rate"r"fx_margin"r"fee_from_currency"r"fee_to_currency"r"fee_margin"r"total_margin"rtotal_costr"transfer_speed"r"received_amount_from_currency"r"received_amount_to_currency"rcollected_timestamprpay_in_methodrpay_out_methodr"mid-market_rate"r"mid-market_rate_timestamp"r"customer_price_type"r"source_data"r"to_country"r"to_currency"rstatus
0rBank of East Asia HKrPayment companyrphone, onliner1000r1000.0r128.44r0.1727712509r0.405r100.0r17.2771r10.0r10.4050137267r104.0501372666rr995.9499r172.7713r2021-11-03 15:38:07rBank AccountrBank Accountr0.17347384374317676r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
1r"China Construction Bank"rPayment companyrphone, onliner1000r1000.0r128.44r0.1731032215r0.2152r100.0r17.3103r10.0r10.2152308585r102.1523085854rr997.8477r173.1032r2021-11-03 15:22:34rBank AccountrBank Accountr0.1734765966192262r2021-11-03 15:21:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
2rChong Hing BankrBankrphone, onliner1000r1000.0r128.44r0.1727891627r0.3764r110.0r19.0068r11.0r11.3763983534r113.7639835342rr996.236r172.7892r2021-11-03 15:29:00rBank AccountrBank Accountr0.1734419954788327r2021-11-03 15:28:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
3rCITIC BankrPayment companyrphone, onliner1000r1000.0r128.44r0.1726847295r0.4731r100.0r17.2685r10.0r10.4731257959r104.7312579595rr995.2687r172.6847r2021-11-03 15:05:21rBank AccountrBank Accountr0.1735056293793874r2021-11-03 15:04:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
4rDBS Hong KongrPayment companyrphone, onliner1000r1000.0r128.44r0.1727593117r0.4157r100.0r17.2759r10.0r10.4157333594r104.1573335942rr995.8427r172.7593r2021-11-03 15:28:41rBank AccountrBank Accountr0.1734805281545417r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
5rFubon Bank (Hong Kong)rPayment companyrphone, onliner1000r1000.0r128.44r0.1727384222r0.4239r100.0r17.2738r10.0r10.4239379955r104.2393799553rr995.7606r172.7384r2021-11-03 15:38:08rBank AccountrBank Accountr0.17347384374317676r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
6rHang Seng BankrPayment companyrphone, onliner1000r1000.0r128.44r0.172860847r0.3572r65.0r11.236r6.5r6.8572050091r68.5720500911rr996.4279r172.8608r2021-11-03 15:28:07rBank AccountrBank Accountr0.1734805281545417r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
7rHSBC Hong KongrPayment companyrphone, onliner1000r1000.0r128.44r0.1722029929r0.7364r50.0r8.6101r5.0r5.7364142132r57.3641421324rr992.6359r172.203r2021-11-03 15:28:11rBank AccountrBank Accountr0.1734805281545417r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
8rInstaReMrPayment companyronliner1000r995.5r128.44r0.1733r0.0928r4.5r0.7799r0.4520341537r0.54281626r5.4239858687rr994.576r172.5202r2021-11-03 15:36:45rBank AccountrBank Accountr0.17346100001284373r2021-11-03 15:35:52rNot specifiedr"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
9rInstaReMrPayment companyronliner1000r975.5r128.44r0.1733r0.0928r24.5r4.2459r2.5115325474r2.54281626r25.4054226167rr974.5946r169.0542r2021-11-03 15:36:45r"Debit Card"rBank Accountr0.17346100001284373r2021-11-03 15:35:52rNot specifiedr"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
10rOCBC Wing Hang Bank Hong KongrPayment companyrphone, onliner1000r1000.0r128.44r0.1729206294r0.3279r115.0r19.8859r11.5r11.8278655279r118.2786552794rr996.7213r172.9206r2021-11-03 15:21:09rBank AccountrBank Accountr0.17348944150439294r2021-11-03 15:20:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
11rPublic Bank Hong KongrPayment companyrphone, onliner1000r1000.0r128.44r0.1728997009r0.3399r60.0r10.374r6.0r6.3399288255r63.399288255rr996.6007r172.8997r2021-11-03 15:21:09rBank AccountrBank Accountr0.17348944150439294r2021-11-03 15:20:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
12r"Shanghai Commercial Bank"rPayment companyrphone, onliner1000r1000.0r128.44r0.1721763085r0.748r170.0r29.27r17.0r17.7479716684r177.4797166837rr992.5203r172.1763r2021-11-03 15:38:12rBank AccountrBank Accountr0.17347384374317676r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
13r"Western Union"rPayment companyrphone, onliner1000r1000.0r128.44r0.1725259r0.5298r0.0r0.0r0.0r0.5297627173r5.2976271727r1 Business daysr994.7024r172.5259r2021-11-03 14:52:14rMobile WalletrBank Accountr0.17344474559724593r2021-11-03 14:51:52rNot specifiedr"{'pay_in_method': 'TapNGo', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}"rSGrSGDr
14r"Western Union"rPayment companyrphone, onliner1000r1000.0r128.44r0.1725259r0.5298r0.0r0.0r0.0r0.5297627173r5.2976271727r1 Business daysr994.7024r172.5259r2021-11-03 14:52:14rBank AccountrBank Accountr0.17344474559724593r2021-11-03 14:51:52rNot specifiedr"{'pay_in_method': 'WUPay', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}"rSGrSGDr
15r"Western Union"rPayment companyrphone, onliner1000r1000.0r128.44r0.1711387r1.3296r15.0r2.5671r1.5r2.8295563318r28.2955633179r1 Business daysr986.7044r171.1387r2021-11-03 14:52:14r"Credit Card"rBank Accountr0.17344474559724593r2021-11-03 14:51:52rNot specifiedr"{'pay_in_method': 'CreditCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}"rSGrSGDr
16r"Western Union"rPayment companyrphone, onliner1000r1000.0r128.44r0.1711387r1.3296r15.0r2.5671r1.5r2.8295563318r28.2955633179r1 Business daysr986.7044r171.1387r2021-11-03 14:52:14r"Debit Card"rBank Accountr0.17344474559724593r2021-11-03 14:51:52rNot specifiedr"{'pay_in_method': 'DebitCard', 'pay_out_method': 'BA', 'location_from': '', 'location_to': ''}"rSGrSGDr
17rWing Lung bankrBankrphone, onliner1000r1000.0r128.44r0.1740038281r-0.301r100.0r17.4004r10.0r9.6989965023r96.9899650234rr1003.01r174.0038r2021-11-03 15:27:08rBank AccountrBank Accountr0.17348164227318558r2021-11-03 15:26:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
18r"Wirebarley Australia Pty Ltd"rPayment companyrr1000r1000.0r128.44r0.1713652r1.2143r20.0r3.4273r2.0r3.2142711139r32.1427111391rr987.8573r171.3652r2021-11-03 15:37:23rBank AccountrBank Accountr0.17347161572052403r2021-11-03 15:36:52rNot specifiedr"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': ''}"rSGrSGDr
19r"Wirebarley Australia Pty Ltd"rPayment companyrr1000r1000.0r128.44r0.1713652r1.2143r20.0r3.4273r2.0r3.2142711139r32.1427111391rr987.8573r171.3652r2021-11-03 15:37:23rBank AccountrBank Accountr0.17347161572052403r2021-11-03 15:36:52rNot specifiedr"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'PayNow', 'location_from': '', 'location_to': ''}"rSGrSGDr
20rWiserPayment companyronliner1000r991.54118r128.44r0.173445r0.0073r8.45882r1.4671r0.8530982042r0.8531408218r8.5307942072rr991.4692r171.9779r2021-11-03 14:59:51rBank AccountrBank Accountr0.17345759097740496r2021-11-03 14:58:52rNot specifiedr"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
21rWiserPayment companyronliner1000r965.2725r128.44r0.173445r-0.0001r34.7275r6.0233r3.5976887356r3.4726033235r34.7260841717rr965.2739r167.4217r2021-11-03 15:00:02r"Debit Card"rBank Accountr0.17344474559724593r2021-11-03 14:59:52rNot specifiedr"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
22rWiserPayment companyronliner1000r965.2725r128.44r0.173445r-0.0001r34.7275r6.0233r3.5976887356r3.4726033235r34.7260841717rr965.2739r167.4217r2021-11-03 15:00:02r"Credit Card"rBank Accountr0.17344474559724593r2021-11-03 14:59:52rNot specifiedr"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rSGrSGDr
23r"WorldRemit"rPayment companyronliner1000r1000.0r128.44r0.16876r2.7261r25.0r4.219r2.5r5.2260687817r52.260687817r"Within 3 working days"r972.7393r168.76r2021-11-03 15:07:18r"Debit Card"rBank Accountr0.17348944150439294r2021-11-03 15:06:52rNot specifiedr"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': ''}"rSGrSGDr
24r"WorldRemit"rPayment companyronliner1000r1000.0r128.44r0.16876r2.7261r25.0r4.219r2.5r5.2260687817r52.260687817r"Within 3 working days"r972.7393r168.76r2021-11-03 15:07:18r"Credit Card"rBank Accountr0.17348944150439294r2021-11-03 15:06:52rNot specifiedr"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any SGD account at any bank / BNK', 'location_from': '', 'location_to': ''}"rSGrSGDr
