rnamer"provider_type"r"transfer_methods"rsend_amountr"conversion_amount"rsend_amount_usdr"fx_rate"r"fx_margin"r"fee_from_currency"r"fee_to_currency"r"fee_margin"r"total_margin"rtotal_costr"transfer_speed"r"received_amount_from_currency"r"received_amount_to_currency"rcollected_timestamprpay_in_methodrpay_out_methodr"mid-market_rate"r"mid-market_rate_timestamp"r"customer_price_type"r"source_data"r"to_country"r"to_currency"rstatus
0rBank of East Asia HKrPayment companyrphone, onliner5000r5000.0r642.18r0.819000819r0.4674r100.0r81.9001r2.0r2.467354343r123.3677171523rr4976.6323r4095.0041r2021-11-03 15:38:07rBank AccountrBank Accountr0.8228464275164079r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
1rChong Hing BankrBankrphone, onliner5000r5000.0r642.18r0.8161932746r0.8124r110.0r89.7813r2.2r3.0123753868r150.6187693378rr4959.3812r4080.9664r2021-11-03 15:29:00rBank AccountrBank Accountr0.8228781339909577r2021-11-03 15:28:51rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
2rCITIC BankrPayment companyrphone, onliner5000r5000.0r642.18r0.8165931733r0.7344r100.0r81.6593r2.0r2.7343766459r136.7188322975rr4963.2812r4082.9659r2021-11-03 15:05:21rBank AccountrBank Accountr0.8226344082568513r2021-11-03 15:05:16rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
3rDBS Hong KongrPayment companyrphone, onliner5000r5000.0r642.18r0.8181297554r0.5693r100.0r81.813r2.0r2.5692851582r128.4642579102rr4971.5357r4090.6488r2021-11-03 15:28:41rBank AccountrBank Accountr0.8228139128647761r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
4rFubon Bank (Hong Kong)rPayment companyrphone, onliner5000r5000.0r642.18r0.8185315544r0.5244r100.0r81.8532r2.0r2.5243837709r126.2191885429rr4973.7808r4092.6578r2021-11-03 15:38:08rBank AccountrBank Accountr0.8228464275164079r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
5rHang Seng BankrPayment companyrphone, onliner5000r5000.0r642.18r0.8170602173r0.6993r65.0r53.1089r1.3r1.9992705686r99.9635284285rr4965.0365r4085.3011r2021-11-03 15:28:07rBank AccountrBank Accountr0.8228139128647761r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
6rHSBC Hong KongrPayment companyrphone, onliner5000r5000.0r642.18r0.8175277959r0.6424r50.0r40.8764r1.0r1.642443794r82.1221897021rr4967.8778r4087.639r2021-11-03 15:28:11rBank AccountrBank Accountr0.8228139128647761r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
7rInstaReMrPayment companyronliner5000r4862.5r642.18r0.822r0.1029r137.5r113.025r2.8277634961r2.8528657946r142.5018492648rr4857.4982r3996.975r2021-11-03 15:36:43r"Debit Card"rBank Accountr0.8228464275164079r2021-11-03 15:35:52rNot specifiedr"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
8rInstaReMrPayment companyronliner5000r4962.5r642.18r0.822r0.1029r37.5r30.825r0.7556675063r0.8528657946r42.6047150595rr4957.3953r4079.175r2021-11-03 15:36:42rBank AccountrBank Accountr0.8228464275164079r2021-11-03 15:35:52rNot specifiedr"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rCNrCNYr
9r"MoneyGram"rPayment companyronliner5000r5000.0r642.18r0.812448r1.1307r8.0r6.4996r0.16r1.2906565832r64.5328291619rr4943.4672r4062.24r2021-11-03 09:38:27r"Credit Card"rBank Accountr0.8217390466277299r2021-11-03 09:38:06rNot specifiedr"{'pay_in_method': 'creditCardExplicit', 'pay_out_method': 'UnionPay Cards', 'location_from': '', 'location_to': ''}"rCNrCNYr
