rnamer"provider_type"r"transfer_methods"rsend_amountr"conversion_amount"rsend_amount_usdr"fx_rate"r"fx_margin"r"fee_from_currency"r"fee_to_currency"r"fee_margin"r"total_margin"rtotal_costr"transfer_speed"r"received_amount_from_currency"r"received_amount_to_currency"rcollected_timestamprpay_in_methodrpay_out_methodr"mid-market_rate"r"mid-market_rate_timestamp"r"customer_price_type"r"source_data"r"to_country"r"to_currency"rstatus
0rBank of East Asia HKrPayment companyrphone, onliner100000r100000.0r12843.57r0.0938526513r0.1936r100.0r9.3853r0.1r0.293628578r293.6285779641rr99806.3714r9385.2651r2021-11-03 15:38:07rBank AccountrBank Accountr0.09403472944682054r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
1r"China Construction Bank"rPayment companyrphone, onliner100000r100000.0r12843.57r0.0939319932r0.1146r100.0r9.3932r0.1r0.2145506943r214.5506943025rr99885.4493r9393.1993r2021-11-03 15:22:34rBank AccountrBank Accountr0.09403971638493552r2021-11-03 15:21:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
2rChong Hing BankrBankrphone, onliner100000r100000.0r12843.57r0.093998214r0.0133r110.0r10.3398r0.11r0.1233216042r123.3216041709rr99986.6784r9399.8214r2021-11-03 15:29:00rBank AccountrBank Accountr0.09401073777229757r2021-11-03 15:28:51rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
3rCITIC BankrPayment companyrphone, onliner100000r100000.0r12843.57r0.0936364658r0.4708r100.0r9.3636r0.1r0.5708316262r570.8316262345rr99529.1684r9363.6466r2021-11-03 15:05:21rBank AccountrBank Accountr0.09407942145522508r2021-11-03 15:04:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
4rDBS Hong KongrPayment companyrphone, onliner100000r100000.0r12843.57r0.0935173755r0.543r100.0r9.3517r0.1r0.6430018532r643.0018531573rr99456.9981r9351.7376r2021-11-03 15:28:41rBank AccountrBank Accountr0.09402794903411427r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
5rFubon Bank (Hong Kong)rPayment companyrphone, onliner100000r100000.0r12843.57r0.0939337579r0.1074r100.0r9.3934r0.1r0.2073768527r207.376852675rr99892.6231r9393.3758r2021-11-03 15:38:08rBank AccountrBank Accountr0.09403472944682054r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
6rHang Seng BankrPayment companyrphone, onliner100000r100000.0r12843.57r0.0935366196r0.5225r65.0r6.0799r0.065r0.5875355361r587.5355360754rr99477.4645r9353.662r2021-11-03 15:28:07rBank AccountrBank Accountr0.09402794903411427r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
7rHSBC Hong KongrPayment companyrphone, onliner100000r100000.0r12843.57r0.0933619643r0.7083r50.0r4.6681r0.05r0.7582837659r758.2837658652rr99291.7162r9336.1964r2021-11-03 15:28:11rBank AccountrBank Accountr0.09402794903411427r2021-11-03 15:27:52rNot specifiedr"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
8rInstaReMrPayment companyronliner100000r99700.0r12843.57r0.0939r0.1287r300.0r28.17r0.3009027081r0.4286804783r428.2944369008rr99571.7056r9361.83r2021-11-03 15:36:44rBank AccountrBank Accountr0.09402098665536418r2021-11-03 15:35:52rNot specifiedr"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
9rOCBC Wing Hang Bank Hong KongrPayment companyrphone, onliner100000r100000.0r12843.57r0.0937470704r0.3149r115.0r10.7809r0.115r0.4298703454r429.8703454085rr99685.1297r9374.707r2021-11-03 15:21:09rBank AccountrBank Accountr0.09404318450393054r2021-11-03 15:20:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
10rOFXrPayment companyrr100000r100000.0r12843.57r0.092946r1.4627r0.0r0.0r0.0r1.4626538797r1462.6538796861rr98537.3461r9294.6r2021-11-03 10:31:16rBank AccountrBank Accountr0.09432565789473683r2021-11-03 10:30:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
11rPublic Bank Hong KongrPayment companyrphone, onliner100000r100000.0r12843.57r0.094211637r-0.1791r60.0r5.6527r0.06r-0.1191225152r-119.1225152178rr100179.1225r9421.1637r2021-11-03 15:21:09rBank AccountrBank Accountr0.09404318450393054r2021-11-03 15:20:52rNot specifiedr"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
12r"Shanghai Commercial Bank"rPayment companyrphone, onliner100000r100000.0r12843.57r0.0938526513r0.1936r170.0r15.955r0.17r0.363628578r363.6285779641rr99806.3714r9385.2651r2021-11-03 15:38:12rBank AccountrBank Accountr0.09403472944682054r2021-11-03 15:37:52rNot specifiedr"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': ''}"rGBrGBPr
